title,//,sentence,//,Toefl,::
Universities should spend as much money on sports as they do on libraries.,//,"Some people think that universities should spend as much money on sports as they do on libraries. As far as I am concerned, I am in complete agreement with the argument. The two ideas stated below can be sufficient evidence to support my agreement.

To begin with, students have to take physical activities, such as basketball, football and tennis. This is because these sports can be revitalizing, offering an effective outlet for releasing stress and tension. As society becomes more complex and faster changing, students are increasingly tied up by heavy workloads including lectures, assignments and group studies. The result is frustration, as we feel pressure to handle tons of work. Because taking exercise is a refreshing activity, however, it can help students relieve their tension and stress. In this context, spending time on sports is a great way to relax. For example, when I was in college, I discussed same topic with my professor and friends, and they agreed that working out at the gym for a while and trying to relax are very good way to make balance between work and life. Even if it is only for a brief moment, they also mentioned that we can feel deeply composed and successfully gain some distance from out stress ridden daily routine. With these advices, I started to take jogging and hiking regularly, and I have felt energized and ready for another day of struggle with hustle and bustle of life. This is the reason why I strongly recommend for universities to invest more budgets on sports.

On top of that, doing sports for relaxation is useful in that it encourages people to have stronger ties with others around them. In todays' competitive society, we are under great pressure to outpace others, and thus lack time to be with our friends. As a result, we are less emotionally attached to our colleagues than we were in the past. By doing physical activities together and sharing our fun, however, we can sustain solid relationship with other people as well as friends. Therefore, the value of physical activities for relaxation should not be overlooked. This the real value of sports that libraries cannot provide for students. According to a recent survey carried out by Harvard University, nearly 80% of students replied that they could restore their bonds with colleagues through sports. This survey also shows that these 80% could exchange ideas and develop sympathetic bonds while doing exercise together. This increases emotional attachment and, by extension, social awareness.

To sum up, because of the reasons mentioned above, I firmly believed that putting as much money on sports as on libraries by universities should not only be allowed, but encouraged. It allows us to release the stress caused by life in the campus and to improve our relationship with our friends.",//,essay,::
Television has destroyed communication among friends and family.,//,"It has been decades since television was distributed every single household, but its power over people became stronger than ever. Then why do people love TV so much? Some say endless entertainment attract people and others say easy access to education and information which was dominated by selected ones for centuries were the key fact to be loved so much. Nevertheless, I think disadvantages of TV overpower its favorable function especially lack of communication among friends and family.
 
First of all, TV attracts every attention toward its programs, so it can interrupt communication while watching them. There might be someone who resists admitting and saying they can perform activities perfectly while watching TV such as having meals and speaking on the phone. But they would finally admit the quality of doing will go down. They don’t taste of food much and don’t know how much they eat. And also they might experience either their conversation on the phone end up or they mute the TV to remove possible interruption. So does conversation with friends and family. People can talk over and over while watching TV, but usually topics of conversation might end up all TV-related. Fortunately non-TV related conversation has started it is hard to get it off one’s chest while watching it.
 
Last but not least, TV kills time without meaning, so precious time with people who you love is wasted. In modern society, people are extremely busy and they have limited span of time to be with their family or friends. But we generously allow our time to watch TV. What a waste?  I have experienced the same. I flipped through the channel with the remote and spent meaning less time with my family and finally went to bed without talking much. Only conversation I remember was: “Is there any other program? Why don’t we turn on the channel X?” So I lost my precious time watching idiot box instead of sharing my opinions and emotions with them.
 
In conclusion, TV destroys communication among people you love as well as relationship with them. We should understand the value of communication with them and make the most of it instead of killing time to watch TV. To do so, we need to use TV smartly. We can make rules to set time limits and choose programs in advance to avoid inevitable watching especially for children who are heaviest viewers among family.",//,essay,::
Do you agree or disagree with the following statement? Grades (marks) encourage students to learn. Use specific reasons and examples to support your opinion.,//,"There are many students who have been studying to get a high grades from their classes. We are able to find that whether it is true or not in library on midterm or final test period. Grades not only make students study hard but also can show them their current academic abilities. There are many reasons to support that sentence.

To begin with explanation that students study for grades, from my experience, when I was in high school, my school had a lot of tests which estimate student's abilities about how the students are understanding from each classes. I wasn't such a model student but I have needed to study because my overall GPA wasn't able to be qualified to apply for the college that I wanted to attend. So I have studied so hard to earn achievement like getting better grades. The more I've spent time on learning eagerly, The higher score that I could get was there written on my grading paper. I was getting encouraged about learning. Finally, I got an score qualified for applying to the college.

The second reason is that Grades can show us our current abilities about how are we understanding about what we are learning. To take a personal example, when I was learning about calculus that I have been going through harsh time, I couldn't even know such as which part of questions I am weak and Is it right way to solve this kind of problem ?.After that, I have decided to take a self test to check my circumstance about what I am studying. I asked my math teacher to give some of questions that I have studied and I have taken that test for estimating my abilities. Consequently, I could find what kind of problems are hard for me to solve by myself and I have spent more time on them. Finally, I could overcome those problems and I got high score I saw for myself that Grades can show me current skills and give me what to do.

In conclusion, Although we do not study for score itself, we are able to receive exact and a lot of pertinent feedbacks which give the way how to study for weak part of what we are learning and time allocation from grade",//,essay,::
" Because the world is changing so quickly, people now are less happy or less satisfied with their lives than people were in the past.  ",//,"I agree with the statement that people now are less happy or less satisfied with their lives than people were in the past. Actually, compared to the past few decades, people are living in the best comfortable world. People who live in modern society can buy anything and live great life than past world. However, we are no longer happy and not satisfied with our lives. People are unhappy.

First of all, because we have to compete with people around us, we are so tired and depressed. For fast development, competition is very effective method especially to the company. In capitalization society, people should compete with their coworkers, other company and other countries. It is also realized in the school. For example, when I was a high school student, there were a great deal of competition among students to go to the good university. At that moment, I competed one of my classmate and she really hated me because I got better score than hers. One day, she stole my books that contained a lot of important things about the exam. Thanks to the CCTV, I could get it back. However, I felt so bad about her and this social system. This competition makes a innocent high school student criminal. Therefore, I think too much competition make this world really stressful and depressed.

 Secondly, the weakness of family bond makes people really unhappy. People are social animals and they live with their lovely family. The familiarity of family members plays very important role in our happy lives. However, in this fast changing society, family is breaking rapidly. According to the research of the Seoul University, the divorce rate increased fifty percent compared to the last 1990s. This research shows us that so many couples broke up and so did the family. In the past, only few couples got divorced easily. Increasing divorce rate also means that many children are living in one parent family. In this environment, children can not grow well. This family bankrupting is very important reason why we are unhappy.

In conclusion, we who live in fast changing society are not happy compared to the people who live in the past. Not only competing society, but also family destruction is very important reason

",//,essay,::
The best way to learn about foreign country is by reading newspapers and magazines. ,//,"Some people might say that books could provide more information about foreign countries than any other sources, and other would say that watching movies or soap operas is the easiest way to understand the countries. However, as far as I'm concerned, reading newspapers and magazines would be a best way to know about other countries for two reasons: to convey up-to-date information and to be easy and efficient way to know other countries.
 
First of all, newspapers and magazines give new information quickly. Of course, learning the history of the foreign countries would be a good way to understand rooted emotion of the nation, but our fundamental purpose is to win in the competitions with them or to work with them. At this time, what is more important is knowing the situation at present,not their history. To be a book is published, a significant time is consumed; on the other hand, newspapers or magazines allow us to know affairs which happened yesterday or even today. According to a survey conducted by the management department of California university in 2009, the 75 percent of the people working in the field of trade were subscribing more than 2 kinds of news papers or magazines from their partners' or competitors' countries. They said that from that kind of media, they can grasp the countries' market situation and overall atmosphere at present. They also said that the resouces have the most important role in making strategies to working with them. In this sense, using newspapers and magazines is a great way to know foreign countries. 
 
Also, getting information from newspapers and magazines is an easier and efficient way compared to other ways. Some people say that watching some movies or soap operas would be easier since the characters starring in them use easy words. However, sometimes watchers of other countries only feel significant cultural gap, and do not understand the characters' feelings at all. Not only that we can not gain enough information when considering the time we spent waching them. Other people would say that having penpal friends who live in abroad, but this way also has a serious problem because we tend to get knowledge which is skewed by our friends' worldviews. This will disturb to understand the foreign country objectively. In the case of books, we would feel difficulty although they might provide us a lot of information, since the context is used to contain the knowledge which can be exactly understood only when we have background knowledge. Compared to that, when we try to use newspapers and magazines, we can get understandable as well as significant amount of information in a comparatively short time.
 
In short, although there are various information sources, in that newspapers and magazines convey new information faster and easier, as well as effectively since they are written in order to be read by most common people, and they are published in a short time.  ",//,essay,::
"Do you agree or disagree with the following statement? With the help of the internet, students can learn more effectively.",//,"In this recent society, many people adamantly believe that students can take advantage of the internet when they want to learn something. However, there exist many side effects of the internet that actually hamper effective learning. Therefore, I disagree with the statement that students can learn from on-line.

First and foremost, the internet provides too much information. This means that it contains invalid and incorrect information which could mislead students. When students are faced with invalid information, it is highly like that they cannot distinguish it from other reliable information but just accept it. For example, when I was high school student, I relied on the internet to finish my literature homework. I decided to log in one literature forum and ask some question related to Korean poetry in 20th century. I believed that people in the literature forum knows about questions that I asked. However, I realized that answers from the internet were absurd in some parts. Now, I can see that not every person in that forum was good at literature. I believe that their fragmented information hampered my learning at that time. As seen from this compelling example, students can gather unconvincing information from the internet and that information could disrupt effective learning.

Secondly, students could not be inculcated with the way to think by themselves because the internet provides answers within a few seconds without providing room for thinking. In other words, students could not rear the ability of abstract thinking and inference which is essential for the effective learning. This idea was reflected on the recent study conducted by 100 teenage students. A group of students who do not use the internet for their study got high scores in an inference ability test whereas the other group of students who use the internet got relatively low scores. Therefore, the internet could not help the real learning because it cannot offer chances of making one’s own thought.

In conclusion, using the internet is not helpful for student’s learning. It not only provides low quality information and misleads students but also takes away chances of having logical thinking. ",//,essay,::
"Do you agree or disagree with the following statement? With the help of the internet, students can learn more effectively.",//,"Some argue that Internet is unreliable source of information so that it is not a good resource for learning. However, I believe opposite is the case due to tremendous amount of information that Internet contains and quick and easy access that it allows.
 
First of all, Internet allows students to access pool of information around the world. Therefore, endeavors can learn more on the material as they want. If students want to learn more on the subject, they can search further on the matter and can have deeper understanding on the subject. From my personal experience, for example, when I had to do a research on history of Australia during my college year, Internet offered me more information than books in library. To illustrate, books provided limited information on the matters I was looking for, so I had to go over many books at the same time to gather complete set of research. It was both time-consuming and ineffective. On contrary, Internet had useful information more than enough to put in my research paper, but also sufficed my personal interest on the matter.
 
On top of that, Internet is quick and easy method to search for information, making it very effective tool to learn. Students can access information they are looking for through simple typing and clicking using computer at home. To elaborate, search engines such as Google and Yahoo offer endless list of webpages in a second on the subject typed in. Students can go on to the link and read the articles or research papers related to their research. Moreover, information is accessible anywhere around the world as long as there is online connection. This quick and easy availability of information makes Internet powerful tool to educate endeavors.
 
To sum up, Internet is very effective way for students to learn due to its amount of information available and quick and easy accessibility. In this regard, I agree with the statement completely.",//,essay,::
The scientific technology has made people happier than before. ,//,"Some people say that technology has brought about many side effects like environmental problems and depletion of resources. However, I believe that such adverse effects are overwhelmed by its benefits which science technology has gave us like that it allows us not to do repetitive or dangerous work by making machines done it instead; to communicate each other easier.
 
 First of all, technology has made us safer and not bored by using machines in risky or tedious tasks. In that when people do dangerous tasks, they are likely to hurt or lost their lives; when they do boring work, they tend to be lethargic, technologies have strongly helped people to become happier. For example, in the past, when people needed to make tunnels, workers had to do perilous tasks including breaking stones with tools in person and conveying them. Through the processes, many people got hurt and dead because of unfortunate accidents. According to the record which is calculated by the Ministry of Labor of Korea, in 1950s, the number of workers who dead in tunnel construction sites was about 3,500. Compared to that, at present, there are much fewer people lost their lives while doing construction work. This is absolutely because construction technologies have advanced. In other words, technology saved lives of a lot of people. In that anyone's life is directly concerned with other's happiness, science technologies have improved our lives.
 
  Also, science technology let us communicate each other much better. The Internet and cell phone have been widely spread throughout the world. Since such devices allow us to communicate each other very easily and fast, even though we live far apart each other, we can make conversation as frequently as they live near our houses. According to a survey conducted by sociology department of Texas University, people are making contact with their family or friends about 70 percent more, compared to 40years ago. This increase has occurred more sharply when the Internet appeared, and until now, the rise has continued. In that the fact proven by various psychology experiments that true happiness comes from interaction with other people, no doubt, technology has contributed to happiness of people.
 
In short, by employing science technologies, people come to be significantly free from risky tasks, as we can see the decreased number of deaths of construction workers. Moreover, development of telecommunication has allowed us to make conversation easily which will also help us to make deep relationships. For these reasons, I strongly believe that technologies have made our lives blissful.   ",//,essay,::
A person's childhood years (the time from birth to twelve years of age) are the most important years of a person's life. ,//,"Confucius, the greatest philosopher of ancient China said, ""Childhood is the most important time of your life."" This points out the significance of youth in one's life, Having said this, childhood years especially from birth to twelve years of age are important because it is the time when one's personality is shaped up and one absorbs knowledge faster than any other time in life.

To begin with, childhood holds significance due to its impact on forming a child's personality. When a child is born, psychologists claim that his or her mind is like a ""blank slate"" meaning that a child's personality is not yet determined at birth. Thus a child develops own temperament as he grows up. Therefore, what a child sees, hears, and feels in childhood all add up to become one's personality. Consequently, a child's youth is important because it is the time when a child's personality is determined.

Secondly, children absorb knowledge faster than any other time in their life. Thus children should constantly be exposed to new information during childhood years. The capability of children to learn about new knowledge cannot be compared to that of adults'. For instance, when a child is sent to another country, he picks up the language very fast and naturally assimilate into the new culture. On the other side, adults are slower at learning a new language and a culture. Scientists explain that a child's brain is like a sponge as it absorbs new information very fast. Thus it is the reason scientists emphasize on the importance of education at an early age. All in all, youth is significant because it is when children learn new things very fast.

In conclusion, childhood years are influential to children's lives because their personalities are shaped up at that time and they pick up new knowledge faster than any other time in their lives.     ",//,essay,::
a person's childhood years (the time from birth to twelve years of age) are the most important years of a person's life. ,//,"Some argue that childhood years are the golden years of one’s life due to its particular tendency that in those days, people start to learn and form personality. However, in my opinion, that is not always the case. There exists more crucial life periods rather than child hood. Further, children tend to experience limited surroundings that cannot be defined as the most important time of life.
 
First and foremost important fact here is that there are more times to be emphasized than childhood years during the lifetime. Adolescent years for example, are one of these crucial times growing into adult mentally and physically. Moreover, college years are another particular years since it offers many chances to meet new people and travel around the world. In the same vein, how about retiring periods or career-pursuing –after college years? In this regard, it is obvious that childhood years are not the only times that are important in life.
 
On the top of that, most of the experiences that people go through during the childhood years are limited. Children do not undergo so many things as adults do. They go to school in the morning, and come back home afternoon. They might enjoy some extracurricular activities or hang out with friends, but those activities are not to be compared with the things adults do. To elaborate, adults can go travel around the world and experience new culture. They fall in love with another and build new relationships. Pursuing their own career or dream is also one of these experiences that only adults go through. Therefore, it is undeniable that only little taste of life is allowed during the childhood. Thus, childhood being the most important time of life is overstatement.
 
In conclusion, childhood years are not the most important years of a person’s life because there exists more crucial years ahead, and childhood experiences are narrow and limited compared to other times in life. In this manner, I disagree with the statement.",//,essay,::
It is more important to give students awards for their effort rather than give awards for achievement.,//,"All people try their best to obtain their aim, but most of them fail to get the success even though they work really diligently. Furthermore, some people acquire unintended result though they do not work hard. It is quite unfair for those who study rally hard. Therefore, we should recognize the effort of journey of people. In that way, we could hearten people to try their goal again, and be more helpful in the future. Lastly, realizing only success is malicious way of assessing person's nature.
 
If we encourage people who fail to obtain their achievements, it would give them a tremendous effect. For instance, he could get the willing to try again and overcome this complicated situation whenever he faces it. In contrast, we did not try to recognize the effort of failed person, it would trigger detrimental consequences. In Korea, most of high school students have gotten innumerable pressures from their studying. They work really hard to go to famous university. However, this reason sometime bring bad situation like committing suicides. The most adequate reason to explain their suicide is their parent. Their parent only seeks the better grade then the student gets and seeks the good result. This greed of student's parent led their children to die. If they just hearten their children to try again. Their child does not need to commit this perilous behavior and successfully achieves their goals.
 
Most of people get the energy or motivation through people they love or respect. This willing is really tremendous, so it makes people to not relinquish again when they conflict the situation they struggle with. If not, they could be obsessed with success and finally undermine the situation. Therefore, we should realize the effort of one’s. The person with successfully overcome the intricate situation is more likely to success, because they know how to deal with problem they encountered before. In other words, they endure their problem by other’s encouragement.
 
Evaluating people with their fortune and property is vicious way to assess people. All people have totally different characteristic and way of thinking, so we should carefully judge people. There is some old fairy story that perfectly matches with this idea. Long time ago, there is a very rich old man. He does not know how to socialize with other, because he spends his whole life to make money. After the rich man retires from his work, he decides to make friends. As time goes by, the rich man successfully makes two friends. His first friend uses to avoid pay money, while his second friend is willing to pay the money during playing time. One day, the rich man loses his all money to defrauder. He does not have any place to sleep. Therefore, we go to his first friend’s house, but he refuses the rich man to sleep at his house when he hears the story. The old man gets shocked and he finally realizes that he was wrong. At that moment, the second friend finds the old man is sitting on the street. He brings the old man without asking why and let him to live in his house until he catches the defrauder. Throughout this happening, the old man recognized how to assess the people.
 
Most people work really hard and some of them succeed in obtaining their goal, while the others fails to achieve their aim. When one of our surrounded people faces this happening, we should hearten them to try again instead of compelling them to try again.",//,essay,::
Universities should spend as much money on sports as they do on libraries.,//,"Some people think that universities should spend as much money on sports as they do on libraries. As far as I am concerned, I am in complete agreement with the argument. The two ideas stated below can be sufficient evidence to support my agreement.

To begin with, students have to take physical activities, such as basketball, football and tennis. This is because these sports can be revitalizing, offering an effective outlet for releasing stress and tension. As society becomes more complex and faster changing, students are increasingly tied up by heavy workloads including lectures, assignments and group studies. The result is frustration, as we feel pressure to handle tons of work. Because taking exercise is a refreshing activity, however, it can help students relieve their tension and stress. In this context, spending time on sports is a great way to relax. For example, when I was in college, I discussed the same topic with my professor and friends, and they agreed that working out at the gym for a while and trying to relax are very good way to make balance between work and life. Even if it is only for a brief moment, they also mentioned that we can feel deeply composed and successfully gain some distance from out stress ridden daily routine. With these advices, I started to take jogging and hiking regularly, and I have felt energized and ready for another day of struggle with hustle and bustle of life. This is the reason why I strongly recommend for universities to invest more budgets on sports.

On top of that, doing sports for relaxation is useful in that as it encourages people to have stronger ties with others around them. In todays' competitive society, we are under great pressure to outpace others, and thus lack time to be with our friends. As a result, we are less emotionally attached to our colleagues than we were in the past. By doing physical activities together and sharing our fun, however, we can sustain solid relationship with other people as well as friends. Therefore, the value of physical activities for relaxation should not be overlooked. This is the real value of sports that libraries cannot provide for students. According to a recent survey carried out by Harvard University, nearly 80% of students replied that they could restore their bonds with colleagues through sports. This survey also shows that these 80% could exchange ideas and develop sympathetic bonds while doing exercise together. This increases emotional attachment and, by extension, social awareness.

To sum up, because of the reasons mentioned above, I firmly believed that putting as much money on sports as on libraries by universities should not only be allowed, but encouraged. It allows us to release the stress caused by life in the campus and to improve our relationship with our friends.",//,essay,::
"Do you agree or disagree with that the opinions of celebrities, such as entertainers and athletes, are more important to younger people than they are to the older people.",//,"In current days, lots of celebrities give own opinions about diverse topics including politics, environments, or health care. It is controversial that for which ages, between young people and older people, celebrities' opinions are important. I believe that the opinions of celebrities would be more important to youngsters. It would be more influential and persuasive than opinions from others for them.

To begin with, the opinions of celebrities are influential, especially for young people. For these days, many celebrities try to communicate with their fans by using SNS(Social Network Service; for example, Facebook, Tumblr, and Twitter). The major user of this service is young people. In addition, the characteristic of young users is fast forwarding, sharing speed. Thus, what celebrities say spreads fast. According to the result conducted by Korean National University, only one hour is required to spread some news into all 20’s in the world. On the other hand, three days are needed to spread same news into all 40’s in the world. In other words, lots of young people can be assimilated with what celebrities say.

Furthermore, the opinions of celebrities are persuasive. Generally, the more people are young, the more likely to imagine of what they want to be. Hence, lots of youngsters follow celebrity trends. They even try to share emotions or feelings of celebrities. This is why young people are easily moved from what celebrities say. For example, until a Korean famous singer insists that pets be well-treated more than current condition, most people except who loves pets were indifferent about animal cruelties. After the singer’s opinion, lots of young people including their family members, relatives participated in the signature-collecting campaign for protecting abused pets.

A strong word can change public opinion. Celebrities’ opinions can be a strong word because their saying is influential and convincing. Remember, the opinions’ power of influence and persuasiveness are being originated from young people. Taking all above things into account, celebrities’ opinions are more important to young people than old people.",//,essay,::
"Do you agree or disagree with the following statement?
A person who drives his or her own car during rush hour in a crowded city should be charged a fee.",//,"Some people argue that driving private automobiles during rush hour is selfish conduct, so that it should be restricted with extra charges. However, in my opinion, such resolution not only perturbs personal freedom to own and drive cars, but also ineffective solution to the traffic congestion.
 
The first and foremost reason why people should not be charged with driving their own private mobile during rush hour is because it is against the basic principle that personal freedom should be protected. It is citizen’s freedom and their own will to buy cars and drive them. In addition, it is wholly their choice of freedom to drive anytime anywhere. Such basic rights of freedom should be protected under any circumstances. No society or authority has given rights to interfere such choice. Charging fees on driving their private cars is one of these acts that go against the principle. Therefore, the charge should not be put on any given situation.
 
On top of that, charging on driving their private mobiles is not a good way to solve deeper problem which is traffic congestion. I believe that the idea comes from the chronicle trouble that every city goes through which is traffic congestion. Making drivers to pay extra charges is only a temporary solution to this problem. That is, some people will still want to drive their mobiles even though they have to pay few extra charges because it is just more convenient, leaving the problem unsolved. Therefore, better solution should be implemented such as installing more traffic roads or improving public transportation system. In this regard, charging fees on drivers is short-sighted decision. It is obvious that there is a better way.
 
In conclusion, people’s freedom of rights to drive anytime anywhere should not be perturbed by charging fees and there exists better ways to solve the deeper issue that is traffic congestion. For these reasons, I disagree with the statement.",//,essay,::
Television advertising directed toward children under the age of five should not be allowed.,//,"There has been an argument regarding the issue that television advertising targeted to children under the age of five should not be allowed. There are myriads of people who insist that advertisement for children under five years old should be allowed because it is the basic right of commercial company. On the other hand, from my perspective, Television advertising for the children under the age of five should not be allowed because of the reasons below. 

First of all, television advertising badly affect to children's mind whose age's are under five. Children under 5 years old have no sense of rational judgement and and also vulnerable to stimulation. Commonly, television advertisements whose target are especially children under 5 years old, tend to be extremely stimulating and it might devastate children's plain spirit. For example, my cousin whose age is 4 had exposed to a lot of violent television advertisement. Some advertisement showed him that the hero killed the enemy by using the sword that they want to sell. Consequently, my cousin struck his younger brother by using wood stick and he screamed the name of the toy sword's name. He did not think this behavior was bad because he saw the similar scene at the television advertisement. 

Secondly. television advertising cause unnecessary consumption. The advertisement aimed for the children skillfully stimulate children's will of possession. The children who obsessed with those advertisement's fancy lure, has no choice buy continuously requests their parents to buy those products. This cause unnecessary buying of products no matter it is necessary or not. According to the research conducted by Korea University, advertisements for the children are the most effective promotion method of companies. It is because those generation is easily captivated, effectively create the profits. Only thing the greedy companies' concern is to lead the young children cry for their parents to buy products. 

To sum up, television advertising badly affect the children's pure mind, and it cause unnecessary consumption. Hence, I strongly emphasize that television advertising directed toward children under the age of five should not be allowed.",//,essay,::
The best way to travel is in a group led by a tour guide.,//,"Someone says that group tour is quite convenient and useful. However, in my opinion, a group tour has more disadvantages than advantages. To be specific, group tour might reduce the opportunities for both flexible schedules and in-depth-studies for tourists.
 
To begin with, I hope to clarify the definition of the travel. It is the opportunity to see extraordinary environments and cultural monuments with relaxed mind. In other words, the first purpose of travel for tourists is relaxing. When it comes to think a group tour, however, you can easily imagine the time tables and schedules for accommodations, museums, transportation and meals, which were already fixed before departure by tour guide. Just last summer, my family traveled China by using group tour service. It was horrible for my family; the schedule was too tight to relax. Even my younger brother had a severe diarrhea at that time, we could not relax at the hotel because of the reserved transportation to go the other city. This shows the direct disadvantages of group tour. Of course, group tour is cheaper than individual tour. If you consider the first principle of traveling, you are better to travel by individuals.
 
In addition, as I mentioned in previous paragraph, during traveling, we would like to see exotic things such as architectural forms, cultural heritages, and traditional rituals. As we well know, group tour cannot provide various options to see those things; they only provide limited routes for glancing some popular things, without consideration of tourists' interests. Even if the group tour company gives a chance to see some specific monument, the tourists have only small amount of time to glance it. One might say that this type of traveling is a ""get, glance and go"". Unlike group tour program, individual tour makes more flexible time to enjoy the exotic features. You can enjoy your time at your favorable space; you can grab a chance to watch MLB at the stadium, without watching some boring national history museum.
 
As I have stated, the group tour has a more disadvantage than advantage because of the inflexible and pre-planned schedules. This is why I strongly believe that individual tour is better to relax and enjoy the traveling for tourists than group tour.
 ",//,essay,::
 Hard work has more to do with success than luck does.,//," As the world continues to undergo economic recess, the number of people who want to make a lot of money easily and fast by luck. They argue that there is nothing much better than success with their luck because they do not have to go through difficult hardships. However, I strongly believe that people can have a more successful life not by their chances but by their hardwork since success based on hard work lasts for a long time and is much more satisfying.

First of all, if people work hard to achieve their dreams and goals, they are more likely to be successful for life. This is because while people do their best at their work and in their study, they not only gain great rewards but also  valuable assets such as diligence and time management skilles which would help them persistently. On the contrary, the successful result obtained from just luck is temporary. For instance, when I took a math test at middle school, I got good grades even though I guessed many answers because I was not prepared much. It was just a luck but it made me lazy studying, which led to poor grades on the next step. I realized that I should not depend on my luck and therefore, I stuied very hard by planning ahead and practicing a lot of mock exams. In doing so, I learned study skills and hard working spirit as well as gained much better grades on exams.

Second, if people succeed due to their efforts, they are more likely to treasure their success. That is, people who performed their best are happy and satisfied with what they earned while those who readily got what they want without any hard work do not value about it since they did not earn it by doing on their own. According to a recent study, most of the lottery winners are having a miserable life, even worse than before they did not win the lottery. They are having family ploblems, huge debt and mental diseases. This is due to the fact that they became bored with ordinary things and tend to look for only better luck, not thinking about working hard. As a result, they lose true happiness with their lives and their seemingly success was disappeared fast as it came fast.",//,essay,::
It is better for children to grow up in the countryside than in a big city. Do you agree or disagree with the statement? Please included specific reasons and details to support your answer.,//,"Some people think that it is better for child to grow up in a big city, not grow up in the countryside. However, from my perspective, I firmly believe that it is better for children to grow up in the countryside because children can think more and children cannot control their parents.

First of all, it is advantageous for children to grow up in the countryside rather than in a big city because children who live in countryside relatively do not affected by their parents, so they can think deeply. To illustrate my point, there was a boy who lives in rural area. He always gets along with animals such as sheep and cow. Later, he had broadened mind and better thinking. This is because by living animals, he always spent time for himself such as wrote daily schedule and practice instruments. Those can be cheer for him and bring about his personality largely. Due to these facts, there are no doubts that it is advantageous for children to grow up in the countryside.

Furthermore, it is undeniable that it is better for kids to grow up in the countryside than in a big city because children who live in near the capital always repeat same schedule, so those works cannot develop children’s mind. In a recent research conducted by the Education Department of South Korea, it stated that 78.9% of elementary school students who live in Seoul were very busy daily lives. This is because their parents have proud with their kids, so many parents dominate their children such as teach varieties of education system. This is not an isolated incident, similar researches were conducted in many other Asian countries such as Japan and Taiwan and the results were for the same reasons. In this sense, it is undeniable that it is better for kids to grow up in the countryside than in a big city.

Talking all of these into consideration, I strongly believe that it is beneficial for youngsters to grow up in the rural area rather than in a big city for the reasons I mentioned above.",//,essay,::
Government should pay attention to health care /not environmental problem,//,"Many people argue that government should pay more attention to health care because keeping people healthy is more important than maintaining clean environment. Nonetheless, I strongly suggest that government put environmental problems before health care because reduced environmental problems can mean less health care burden for government and a large portion of environmental problems cannot be treated individually whereas people can individually care for their own health.

First of all, if government pay more attention to environmental concerns, health problems will naturally decrease. Environmental pollution is one of the leading factors of disease nowadays. Therefore, if government increase its investment in environmental protection and enforce stricter laws, it can consequently cut its budget for health care. For instance, if someone suffers lung cancer which is usually known to be caused by air pollution, this person will probably rely on government subsidies to receive expensive treatments. If government had paid more attention to regulate environmental pollution in the first place, government would not have had to spend a dime on this person. Consequently, government should pay more attention to environmental concerns as a long term solution to health problems.     

Secondly, environmental issues cannot usually be handled individually while each person can look after own health. Environmental problems are global concerns which require the initiatives of government. For example, the deforestation in Amazon is causing severe global scale problems such global warming. However, there is a limit to what individuals can do to stop these without the help of  government. On the other side, health problems can be dealt individually by regularly exercising and maintaining healthy diet. There is nothing much government can do except for financially subsidizing patients. Having said all, government should prioritize environmental problems. 

In conclusion, government should take environmental issues more seriously than health care because reducing environmental problems can be a solution to health problems and health care can be done individually.  ",//,essay,::
