toefl,::,,::,I/B/C,::,Thesis,::,Topic,::,Coherence,::,Transition,::,Main Idea,::,Supporting Idea,::,Style,::,Usage,::,Critique,//
885& Parents are the best teachers.,::,"<IN>Some say that parents are the best teachers while others do not agree. <TS>In my opinion, there are the other people called good teachers though I admit the fact that parents are good teachers.</TS></IN>

<BO1><SI1><EX>When I was the first year in my primary school, I could not prepare a lunch box due to my parents' financial straits - my father struggled to get back 'lost money' but I do not know what was the matter exactly. It was really hard time to go through, and because I had no lunch box, I used to go out the classroom each luch time owing to the fact that not having a lunch box was huge shameful. One lunch time, my school teacher called me secretly and gave me 500 won to buy some bread and a pack of milk. I was really touched. <TR>From then on</TR>, she always supported me especially in terms of financial matters.</EX></SI> <MI>I am convinced that she is my one of the best teachers because I was able to learn how to help other people; I used to go to nursing home every weekend.</MI></BO1>

<BO2><EX>For another example, a friend of mine is very studious student, so I am always inspired by his attitude toward studing. After several month with him, I was able to elevate my average school grades by approximately 0.6 point. </EX><MI2>When it comes to a teacher encourging me to study, I never hesitate, but choose him as my good teacher.</MI2></BO2>

<CO><TR>Clearly</TR>, it can be safely said that there are many good teachers so it is difficult to say only parents are the best teachers.

",::,5,::,4,::,4,::,5,::,5,::,4,::,5,::,3,::,3,::,Touching story,//
886&Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer.,::,"<IN>We have long been told that your parents are your best teachers. <TS>Actually when I heard this as a child, I did not understand what it means because there are so many good teachers in school, but now as an adult I understand why this belief has been long maintained through history and wholheartedly agree to this for several reasons.</TS></IN>

<BO1><MI1><TR>Firstly</TR>, in my opinion, the most important and absolute factor in education is affection toward students.</MI1> <SI1> Although it is believed that some teachers have strong affection for their students like parents, it can not be comparable to our own parents’ affection toward us. As teachers generally have so many students to care about and are usually under pressure on their own tasks besides teaching, they tend to be indifferent to each student’s need despite their efforts. <TR>On the contrary to this</TR>, parents’ love for their own children is unlimited and their enthusiasm for right education of their children is not exhausting.</SI1></BO1>

<BO2><MI2><TR>Secondly</TR>, only parents can become life-time teachers.</MI1> <SI1> School teachers also make effort to give their students a right direction for their lives as well as provide specific knowledge, but generally their efforts terminates with our graduation. <TR>However</TR>, parents are willing to advise us about every aspect of life for our entire lifetime as long as they can afford. From babyhood to adulthood, parents always remain our sincere teachers.</SI2></BO2>

<BO3><MI3><TR>Finally</TR>, the reason that our parents can be our best teachers is that children resemble their parents, thus making it possible for parents to understand what are children’s strength and weakness both in personality and intelligent capability.</MI3> <SI3> Through their intuition as well as consistent observation they can be the best teachers to have a full understanding about us.</SI1></BO1>

<CO><TR>In conclusion</TR>, I firmly believe that our parents are our best teachers providing life-long advice with unceasing affection and a full understanding of our characteristics as well as intelligent ability, which is only partially available in institutions.</CO>

",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,"Meets all requirements of a ""5"" essay",//
887&Some people pay money for the things they want or need. Other people trade products or goods for what they need. Compare the advantages of these two ways of obtaining things. Which way do you prefer? Explain why.,::,"<IN><TS>The benefits of paying money for the things one want or need than those of trading products directly.</TS> <EX>In ancient society, there were no money then they should use barter system to get some goods they need. But it had surely many problems.</EX></IN>

<BO1><SI1><TR>First of all</TR>, <TR>for instance</TR>,if someone who has fish want to get rice, he may have a trouble in finding someone who desires to take fish with rice.</SI1> <MI1>It needs so much time and efforts of himself.</MI1></BO1>

<BO2><MI2><TR>In addition</TR>, the value of the products is not constant.</MI2> <SI2>When your rice is very rare, you can get many fish with it but you may get less fish with the same amounts of rice when there were little rice.</SI2></BO2>

<CO><TR>Finally</TR>,when your own item is easy to be rotten or fragile, you can't preserve it safely for a long period while you can save money to bank. then aftr all you need something as standard crirteria of exchanging like a gold of salt. Clearly that's the reason why I prefer paying money to barter system. <TR>In fact</TR>, using money is much more convenient and advanced than barter system.</CO>

",::,4,::,3,::,3,::,4,::,2,::,3,::,2,::,2,::,3,::,below average essay. Needs to put forth more effort into making a lengthier discussion,//
888& Some famous athletes and entertainers earn millions of dollars every year. Do you think these people deserve such high salaries? Use specific reasons and examples to support your opinion.,::,"<IN>There are a lot of sport stars, and they earn millions of dollars every year. <TS>I have negatve opinon, and I have some proper reasons. They only play sports, have another job, and do not produce somethings.</TS></IN>

<BO1><MI1><TR>First of all</TR>, they are athletes, and they only play games.</MI1> <SI1>It is not important that we exist in our life without sport games. I think that it is only a kind of fun. We have more important things in our life, such as food, equippments, cars, and so on.</SI1></BO1>

<BO2><MI2><TR>Secondly</TR>, the athletes have another job.</MI2> <SI2> Many sport stars are broadcasted in movies and commercial announcement, so that they can earn a lot of extra money.</SI2></BO2>

<BO3><MI3><TR>Finally</TR>, they do not produce anything.</MI3> <SI3><TR>However</TR>, other people, who have a job, make products or raise some foods, the athletes only enjoy our eyes. After they win the game, they get a medal and reputation. They can not remain physical things.</SI3></BO3>

<CO><TR>In conclusion</TR>, I do not like it that some famous athletes and entertainers earn millions of dollars every day. They only play games, have another job, and do not produce anythings. <TR>Therefore</TR>, I think that they earned so much money. It is unfair, their salary is reduced.</CO>

",::,4,::,2,::,2,::,3,::,3,::,3,::,2,::,2,::,3,::,below average essay. Needs to put forth more effort into making a lengthier discussion,//
889&Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer.,::,"<IN>There are many people who believe that education from parents is one of the most important parts in one’s life, and parents are the best teachers while others do not agree with this perspective. <TS>In my opinion, home-education by parents is of great importance, <TR>However</TR>, I disagree with that parents are the best teachers for following reasons.</TS></IN>

<BO1><MI1><TR>In the first</TR> place, parents are emotional when teaching their children.</MI1> <SI1><EX><TR>For instance</TR>, when parents teach things such as moral behaviors, politically correct ideas, and controversial problems to their children, it is occasionally difficult to hold neutral position from what they exactly believe, and what they want their children to think about things. It is natural, and not strange for children to follow what their parents’ thinking.</EX> <TR>However</TR>, nobody can say it is always the best way for children to learn well-balanced knowledge.</SI1></BO1>

<BO2><MI2><TR>Another</TR> reason why I do not think parents are the best teachers is that unlike many teachers, most parents do not have professional knowledge and information for everything.</MI2> <SI2> When children want to know more information than what their parents explain, most parents might have difficulty in giving correct and latest information to them because they are not professional about everything. From this point of view, vocationally trained teachers are much better than parents undoubtedly. In my experience, when I was young, my father taught a lot of thing about Korean history because he had majored Korean history. <TR>However</TR>, in the field of other subjects such as science, mathematics, and political science, he could not give me enough information because he was not familiar with those things.</SI2></BO2>

<CO><TR>Although</TR> I personally believe education from parents is really important, and children are much influenced by parents’ teaching which is from their hearts, parents are not the best teachers because they are not specialized people for everything, and lack of taking a neutral point.</CO>

",::,5,::,3,::,4,::,2,::,3,::,4,::,3,::,3,::,3,::,The writer is confused at his/her point of view. Which side do you support? It's not clear with the language.,//
890&Some students like to attend a large university that has many students. Others prefer to attend a small university that has fewer students. Which type of university do you prefer? Use specific reasons and examples to support your answer. ,::,"<IN>There are many universities with different numbers of students. <TR>However</TR>, there can be different opinions among them regarding the appropriate number of students in it. Some will prefer a large university with many students, while others may prefer a small one with fewer students. <TS>In my case, I would prefer the former one because it can provide me access to lots of students from many departments and circles, and because it enables me to study various fields whatever I want to do.</TS></IN>

<BO1><MI1>Students can meet much more people when they attend larger universities than they do smaller ones.</MI1> <SI1> Many large universities have many fields of studies and extra-curricular activities. If the students have time remaining, they can be part of them whenever they want. <EX>For example, when I entered into department of Material Engineering of the Chungnam University, one of the largest universities in Korea, I could choose music group, which was one of more than 500 circles in it. I could come to know and become freindly with other students from College of Arts, Social Science, Natural Science, and so on. They are still my close friends even long after I graduated the university.</EX></SI1></BO1>

<BO2><MI2><TR>Also</TR>, students can select area of study other then their majors from more alternatives in large universities than in smaller ones.</MI2> <SI2> Compared with smaller universities, many large universities have more ""minor"" courses, which are acknowledged as credits of upper levels, i.e. junior and senior, which means that students of the latter ones have more alternative choices of studies than the former ones. Nowadays, in my university, more and more students are taking minor courses during summer or winter vacations. I also took several courses of sports, art history and anthopology when I was a freshman. There were so many other such courses that, if enough time had been given, I would have taken much more of them.</SI2></BO2>

<CO><TR>In brief</TR>, if I am given another opportunity to enter the university, I would prefer and choose one with larger students for the reasons mentioned above. I still think it is one of the previliges of students of large universities to make friends and study other fields more easily and freely.</CO>

",::,5,::,4,::,4,::,5,::,5,::,4,::,4,::,3,::,4,::,Great examples in both body paragraphs,//
"891&Which would you choose: a high-paying job with long hours that would give you little time with family and friends or a lower-paying job with shorter hours that would give you more time with family and friends? Explain your choice, using specific reasons and details.",::,"<IN>There are several evaluations of labour in social system. A high-paying avocation tends to require to long hours' working, a lower-paying job requires to shorer hours. It is sometimes reported that the young generation prefer money to leisure on the mess-media. The reason may be deffrient each other. <TS>But I support a high-paying job with long hours. I'd like to select the high-paying is more effective than the free-time as mentioned below.</TS></IN>

<BO1><MI1><TR>To begin with</TR>, a high-paying means the best condition as a salaryman, gives the working person to high satisfaction with the work including other things,</MI1> <SI1> <EX>For example accompany in the place of working. Through it deprives him or her the time with family and friend. If you compare working time with sharing time family and friend relatively, the working time is so far long.</EX> So you cannot help choose the high-paying job.</SI1></BO1>

<BO2><MI2><TR>Furthermore</TR> a high-paying may seduce you can use the wage for your family and friends.</MI2> <SI2> In case not to having money, how would you manage the cost for leisure with them. <TR>From that reason</TR>, high-paying is better than short-paying. <TR>Moreover</TR>, it takes a lot of money to play with them in the mass consumption, <EX>For example oversea's trip, the present on special day, using the car.</EX></SI2></BO2>

<BO3><MI3><TR>Lastly</TR>, imagine you become old man who can not work even though you want to work.</MI3> <SI3><TR>Then</TR>, you will have so much time with your family and friends. You will not have enough money to play with them because you choose the lower-paying in condition of an ample time. That's too bed! As you become an old age, time sharing with your family and friends wiil be enough. Preparing that situation, so it is more reasonable high-paying job than lower-paying.</SI3></BO3>

<CO><TR>In conclusion</TR>, a high-paying job brings out the satisfaction on the working place, the enough cost in playing family or friends and preparing an old age. The encouragement from family or friends will also soothe you in the proper output of working through the money. People are tend to save the time and use it more properly under time is short. If you are young to work long time a day, don't hesitate to work hard. The ability of working is more valuable than the needs of playing. Despite of long working time, the fully compensate of working ability leads us to work hard, to satisfy with familiar persons who have encouraged for you.</CO>

",::,5,::,2,::,2,::,4,::,3,::,3,::,2,::,4,::,3,::,"The writer missed the point of the prompt. The choice is between the trade off between high paying jobs with less leisure, or less pay with more leisure time. Need to review the topic carefully before starting to write. ",//
892&Do you agree or disagree with the following statement? People behave differently when they wear different clothes. Do you agree that different clothes influence the way people behave? Use specific reason and example to support your answer.,::,"<IN>There is a man who has two jobs. One is a security guard and the other is a clerk of a restaurant. In both work places, he is wearing each different uniform. In the case of wearing a security guard uniform, he behaves strictly. But in the case of wearing a restaurant uniform, he behaves kindly. <TS>Although he is the same man, he behaves differently.</TS></IN>

<BO1><MI1>Depending on wearing which uniform, the behavior of the man is differently expected.</MI1> <SI1> Everybody expects a strict behavior from a security guard because they think it is suitable for a security guard. Nobody expects a security guard behaves kindly. In the case of a restaurant’s clerk, it’s same. Imagine that someone who is wearing a restaurant uniform behaves strictly like a security guard. Perhaps it seems to be ridiculous.</SI1></BO1>

<BO2><MI2>As the expectation, the man tries to behaves properly.</MI2> <SI2> When he works as a security guard, he says hardly and orders strictly. When he works as a clerk of a restaurant, he says kindly and never complains to customers. When he is at home, he doesn’t behave like a security guard or a clerk of a restaurant any more because any proper behavior is not expected when he is not wearing a certain uniform.</SI2></BO2>

<CO><TR>In light of the case above</TR>, you can recognise that proper behaviors are expected to someone wearing a certain uniform. That is, what kind of uniform you are wearing affect can your behavior.</CO>

",::,4,::,3,::,3,::,4,::,4,::,3,::,3,::,2,::,3,::,Average level essay,//
893&Do you agree or disagree with the following statement? Television has destroyed communication among friends and family. Use specific reasons and examples to support your opinion.,::,"<IN>There is an argument about whether televisions have prevented family members or friends to talk each other. Some people think a television is harmful for communicating among companies since it is so interesting that people don’t spend their spare time with friends and family members but enjoy watching televisions. <TR>However</TR>, it is generally accepted truth that a bad workman always blames his tools. <TS>In my opinion, I think that televisions’ merits depend on whether we use televisions usefully or not. I believe that if we use televisions serviceably, they give us a great many advantages; helping to shorten the generation gap and providing talking materials.</TS></IN>

<BO1><MI1>Most of all, I think that televisions help to shorten the generation gap.</MI1> <SI1> In these modern days, the generation gap usually becomes so serious that it is not difficult to find families that don’t talk each other. I make it sure that it is possible that televisions play good roles in communication among companies. I will take the example of my family. My father and mother have such an old-fashion thinking that they don’t understand my way of thinking, lifestyle, and fashion. <TR>However</TR>, having watched the young’s lifestyle in soap operas, they began to understand me. For this reason, I believe televisions are good methods to connect me with my parents.</SI1></BO1>

<BO2><MI2><TR>In addition</TR>, I have the opinion that televisions provide talking materials for us.</MI2> <SI2> Generally speaking, since most of us live a busy life, it is not easy to have enough time to talk with close people. In this tendency, televisions good materials to talk among people. In my experience, when I met old friends once a year, it was not easy to find out good topics to talk about. <TR>In this case</TR>, talking about televisions like a good-looking singer, interesting soap operas, sports games, and so on enabled us to break silence. <TR>In other words</TR>, televisions are excellent tools which connect among companies.</SI2></BO2>

<CO><TR>To summarize</TR> what I mentioned above is that televisions do not make us break into the conversation among family and friends in that they are wonderful machines which help to reduce the generation gap and grant good topic to talk about. I hope we think seriously advantages of televisions and use them to connect personal relationship in today’s society.</CO>

",::,5,::,5,::,5,::,4,::,3,::,5,::,5,::,3,::,3,::,Overall well organized and detailed. Needs work on grammar errors,//
894&Do you agree or disagree with the following statement? People are never satisfied with what they have; they always want something more or something different. Use specific reasons to support your answer.,::,"<IN><TS>There's no dount the idea that people never satisfied with their present condition.</TS> It is one of the most famous Korean old saying that ""other's piece of cake always looks bigger than mine."" I guess almost all people have any kinds of wish which is different from what they have. <TR>Also</TR>, I have observed those people who want more including me.</IN>

<BO1><SI1><EX><TR>I'll start with my story</TR>. I have looked forward to go abroad as an exchange student since I entered a university. I made an effort for 3 years,and finally my dream came true last year. Before I became an exchange student, my best dream was to be an exchange student. Now I have another thing, to get a degree in the United State. After I get a degree in the United State, I'm sure I might have another goal without satisfiying my achievement.</EX></SI1> <MI1>I think to have a dream is good thing rather than to satisfying with the present.</MI1></BO1> 

<BO2><MI2><TR>Recently</TR>, many people have changed their faces by surgery, and almost all young women are on dieting.</MI2> <SI2> That's the obvious evidence that people don't contented with their natural shape. My sister and I also are on diet, but after we lost weights, we wanted to lose more weight. It is one of instincts to be looked more attractive.</SI2></BO2> 

<BO3><MI3>Let's suppose you started a business and made big success.</MI2> <SI2> Will you stop there or expand your business. The answer is easy. You'll want to sell more, to hire more employees. and to make more money. If you stay where you are, you cannot grow any more.</SI3></BO3> 

<CO><TR>Like three examples which I provided above</TR>, most people always find someting different, and they could have gradually improved by the very habbit. I'd rather become greedy, and develop myself.</CO>

",::,4,::,5,::,3,::,3,::,4,::,4,::,5,::,3,::,3,::,"avoid second person ""you"" in formal exam essays",//
"895&Supporters of technology say that it solves problems and makes life better. Opponents argue that technology creates new problems that may threaten or damage the quality of life. Using one or two examples, discuss these two positions. Which view of technology do you support? Why?",::,"<IN><TS>These are several viewpoints on the implications of technological change and advancement and such schools of thought which considerably vary have their respective validity.</TS></IN>

<BO1><MI1>Technological change has its advantages and disadvantages.</MI1> <SI1> For one, it is true that it partly solves problems and makes life better. At the same time, technological changes may likely create new problems thereby threatening or damaging quality of life. In the developing economies, <TR>for instance</TR>, technological advantages has both its merits and demerits. The introduction and seeming acceptability and usefulness of computers have somehow helped increase the efficiency of several firms. It is not only in the industrial sector that technological change proven to be very effective. In the agricultural sector, <EX>For example, the introduction of new technologies in increasing production has been very effective in expanding agricultural produce.</EX> These are just a few examples to illustrate the advantages of technological advancement.</SI1></BO1>

<BO2><MI2><TR>On the other hand</TR>, countries should be more careful on their choice of technology since it must be noted that while certain types of technology are adaptable to developed economies the same type of technology may not fit the environment of developing countries due to differing economic, social, cultural, and political factors.</MI2> <SI2><EX>For example, infrastructure improvements such as a construction of irrigation dam in the mountains of the Philippines where several natives reside may likely be resisted by the population due to cultural factors. They may prefer not to have such improvements in view of traditional values.</EX> <EX>Another example is the pollution impact of some technological improvements particularly in the industrial sectors.</EX></SI2></BO2>

<BO3><MI3>The choice and adaptability of new technology should <TR>therefore</TR> be carefully studied.</MI3> <SI3>The short, medium, and long term impact of such technology is very important particulary for developing economies. The benefits should always be greater than the costs.</SI3></BO3>

<CO>I am inclined to support both positions because both views have their own validity. <TR>However</TR>, I am more convinced that technological advancement is heilly beneficial to countries so long as they are aware of the disadvantages of such technology.</CO>

",::,5,::,4,::,4,::,5,::,5,::,3,::,4,::,4,::,3,::,In depth analysis of the prompt,//
896&It has recently been announced that a new movie theater may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer,::,"<IN><TS>I support the plan to build a new movie theater in my neighborhood because I can save time and enjoy a movie cheaply.</TS></IN>

<BO1><MI1><TR>First</TR>, I can save time to go to the theater if it is in my neighborhood.</MI1> <SI1> In Korea, traffic is heavy especially in the urban area where most theaters are located. Whenever I went to see a movie, I should have to wait a long time in my car because of too many cars going to the downtown. <EX>For example, when the popular movie, The matrix, was first opened in the downtown, it took 4 hours to go there.</EX> If it had been in my neighborhood, I would not have driven a car.</SI1></BO1>

<BO2><MI2><TR>Secondly</TR>, I can save money to enjoy a movie if a movie theater is in my neighborhood.</MI2> <SI2> If theaters are in the area far from my house. I should pay extra money to enjoy a movie. <EX>For example, I should drive my car or take a taxi to go there and may have to dinner there because it takes too much time to come back home.</EX></SI2></BO2>

<BO3><MI3><TR>In addition</TR> to that, movie is a cheap amusement method.</MI3> <SI3> It costs too much money to enjoy other entertainments such as play, opera and pop concert in Korea. <EX>For example, we should pay at least 100,000 won to enjoy popular pop concert. But we just pay only one tenth of the money to see a Hollywood block buster movie.</EX> <TR>Therefore</TR> I think that many movie theaters should be built in the surburban area to have as many as possible people enjoy a movie easily and cheaply.</SI3></BO3>

<CO><TR>In conclusion</TR>, other people who do not like a movie may not support the plan to build a movie theater near their house. <TR>However</TR>, I strongly support the plan because many people including me who like a movie can enjoy it easier and cheaper.</CO>

",::,5,::,4,::,4,::,3,::,4,::,3,::,4,::,4,::,3,::,Slightly above average level,//
"897&Supporters of technology say that it solves problems and makes life better. Opponents argue that technology creates new problems that may threaten or damage the quality of life. Using one or two examples, discuss these two positions. Which view of technology do you support? Why?",::,"<IN>These are several viewpoints on the implications of technological change and development. Technological change has its advantages and disadvantages. <TR>First</TR>, it is true that it makes our life better than in the past. <TR>On the other hands</TR>, it makes us less to be humanism. I'll explain about my advantages and disadvantage of technological changes. <TS>I strongly insist technology needs to our life, but we have to control its negative effects.</TS></IN>

<BO1><MI1><TR>First of all</TR>, technology makes our life more plentiful. <EX>For example, when I was young child, I lived in rural area.</MI1> <SI1>My father cultivated small size land there, so our family made almost everything which we needed by ourselves. <TR>Someday</TR>, we had to go to big city because I went to university. My father and I took on the express bus during 5 hours, and after we took off the bus, we had to change the bus for going to the my university. I remember that it might take total 8 hours from my home to my university. <TR>However</TR>, in these days, if I want to go the same route, maybe, it will takes 3 hours because of development of traffic technology. Nowadays, I takes 2 hours or 3 hours from my hometown to Capital by airplane.</EX></SI1></BO1>

<BO2><MI2><TR>On the contrary</TR>, its disadvantages are many cases, but I will introduce one case here.</MI2> <SI2><EX><TR>For instance</TR>, when I was young, we didn't have television. <TR>Moreover</TR>, our village's people didn't have it. Someday, my father bought it, and after it bought in my house, my house started to gather village people in my house. I remembered. <TR>First time</TR>, I liked people to gather together in my house, but the times passed, I didn't look for the space which I stayed and rested in my home.</EX> <TR>Sometime</TR>, technology gives our living quarters some discomfort.</SI2></BO2>

<CO>I am inclined to support both situations because advantage and disadvantage have their own speciality. <TR>However</TR>, I am more identified that advantage of technological development offer more benefits than disadvantages. Without control to use it injudiciously, it will give to us negative effects, but if we do it, many positive profits will be permitted to our life.</CO>

",::,5,::,4,::,4,::,3,::,3,::,4,::,2,::,2,::,3,::,Transititions did not work with the second body paragraph,//
898&A university plans to develop a new research center in your country. Some people want a center for business research. Other people want a center for research in agricultural. Which of these two kind of centers do you recommend for your country? Use reason.,::,"<IN>We are now confronting lots of intricate things in front of our life and have to choose what is more efficient thing. Likewise, there can be the question like “Will you choose business center or agricultural center?” <TS>In this case, I will choose developing a center for business, in that we don’t have to worry about our food yet and it’s better to worry about our business when we think of our poor business case.</TS></IN>

<BO1><MI1><TR>First</TR>, in my point of view, it is certain that in our nation, we don’t have to worry about our food, yet.</MI1> <SI1> We would rather worry about the obesity or how to sharing extra foods with people who are now die of hunger. In the distant future, it is also possible to happen the case like famine to our country because of growing population, but it’s not prior to business problem now.</SI1></BO1>

<BO2><MI2><TR>Secondly</TR>, we are now suffering a severe pain because of a panic of Korea.</MI2> <SI2> Korea, after experiencing hardships under the ‘IMF’ formation, our economics condition is now going worse and worse as time goes by. Government and universities have duty to overcome the troubles like this bad situation. <TR>So</TR>, it will be better to construct business center.</SI2></BO2>

<CO>When we think of our abundance of food and conversely, bad situation of state economy, It will be a good choice that university construct a new research center. <TR>Then</TR>, it is certain that people will say “Good job!”.</CO>

",::,3,::,3,::,3,::,4,::,5,::,3,::,2,::,3,::,2,::,Average essay,//
899& It has recently been announced that a new high school may be built in your community. Do you support or oppose this plan? Why? Use specific reasons and details in your answer,::,"<IN><TS>Nowadays, a high school is increasingly built in our county, while the number of students decrease. Some people disagree that a new high school may be built in our community. <TR>However</TR>, I contend that a new school should be built in our community, because of not only good condition of studying but also effect of education.</TS></IN>

<BO1><MI1>If students live nearby high school, they will reduce spending time except studying. In my case, I lived far from high school in my high school. So I was always tired and short of my studying time.</MI1> <SI1><TR> In addition</TR>, I could not spend my time with my friends after school because of time to come home. During my high school, I was robbed of many things in that I might go to school from a distance. </SI1></BO1>

<BO2><MI2>The more the number of schools increase, the more the number of students decrease in a class. If students study in the class of small number of them, teachers can teach each of students to fix into individual. </MI2></BO2>

<CO><TR>In conclusion</TR>, some people argue to build a new school in our community. <TR>However</TR>, I consider that people should be allowed to build a new school in our community because of good condition of studying as well as effect of education. If people oppose to build a new school in our community, they make their children be tired. </CO>",::,4,::,3,::,3,::,4,::,2,::,3,::,2,::,3,::,4,::,Needs to increase length of body paragraphs,//
"900&Many people have a close relationship with their pets. These people treat their birds, cats, or other animals as members of their family. In your opinion, are such relationships good? Why or why not? Use specific reasons and examples to support your answer.",::,"<IN>We can casually see a lot of people raise pets in their house. That's become so common, so today we feel like pets are our families. Some of those who have a pet have a very close relationship, and they put a lot of efforts to take care their pets. Some people have a negative opinion about this, <TS><TR>However</TR>, I believe that pets are worthy of spending lots of time on them.</TS></IN>

<BO1><MI1>Pets can be our unexampled friends for us, especially old people or a person who lives alone. Due to the nuclearization of family, many aged people live apart from their children.</MI1><SI1> A single person who live by himself or herself may feel very lonely when he or she is back from the work and comes in a empty house. If they have a pet such as a cat or a dog, they feel like someone is waiting for me at home, and less lonely. That somebody is delighted to see me whenever I come into the house is very blessed. Even though I'm live alone, I always look forward to seeing my puppet doing cute things whenever I enter my house. Then people can talk to them as if the pet can talk to us. Though the pets can't speak, we feel like with a falily member by talking to them, and I actually believe that my puppet is my sister.</SI1></BO1>

<BO2><MI2><TR>Moreover</TR>, having pets is good for children.</MI1> <SI1> A person's characteristic is formed in his or her early age. By communicating with other people, children learn how to interact with others. <TR>However</TR>, parents may be very busy even at home, and children can not always be with their friends. <TR>In that case</TR>, pets can play an important role for the children. When children can talk to their pets something, they learn how to say in a specific situation such as ""don't have it"", ""come on and let's play with me"", etc. Children can also learn how the animals are close to human, and how to take care pets which are considered weaker than themselves. They'll learn how to love others.</SI1></BO1>

<CO>Pets are already too close friend for human being. In some western countries, a number of people can't live without their pets. I believe that pets are worthy of being loved. They are always with us whenever we're happy, sad, lonely, gloomy, and sick for someone. <TR>Therefore</TR>, it's no wonder that a lot of people spend lots of time on their pets, and they are devoted to their pets.</CO>

",::,4,::,5,::,5,::,4,::,4,::,3,::,4,::,3,::,4,::,"incorrect use of ""nuclearization"" and other vocab",//
"901&Holidays honor people or events. If you could create a new holiday, what person or event would it honor and how would you want people to celebrate it? Use specific reasons and details to support your answer.",::,"<IN>If I were asked to create a new holiday to celebrate a person or event, I would make a holiday honoring Mother Theresa. Mother Theresa is a nun who is admired by many people all over the world even after she died because of her devotion and love towards poor people. <TS>I think it will be deserved to create a new holiday honoring Mother Theresa for the following reasons: remembering her love and supporting other volunteers.</TS></IN>

<BO1><MI1><TR>Most important of all</TR>, Mother Theresa day will offer a chance to think about her achievement.</MI1> <SI1> On that holiday, people will review her life filled with devotion and sincere love. There must be a TV program showing her work at India. Those programs will be very educative especially to children. <TR>Additionally</TR>, famous her writings and words about peace will be reminded again. <TR>Therefore</TR>, the holiday for celebrating Mother Theresa's achievement will give people a valuable opportunity to think about peace and poor neighbors.</SI1></BO1>

<BO2><MI2><TR>Moreover</TR>, that holiday would be a day to encourage other volunteers who have same motivation as Mother Theresa had.</MI2> <SI2> Many volunteers and organizations have not been focused and their works are underestimated. If an award could be granted to a volunteer or a volunteering organization, it would be a motivation to other people. <TR>In addition</TR>, it would be a good idea for volunteering organizations to hold a campaign to participate in volunteering activities, and get some donation from people on Mother Theresa day. In this regard, Mother Theresa day will encourage other volunteers.</SI2></BO2> 

<CO><TR>To summarize</TR> what I mentioned above, the holiday celebrating Mother Theresa's past work would be a good chance for us to remind her devotion and encourage other volunteering activities. I believe that people will appreciate a nonselfish woman, Mother Theresa, by celebrating the holiday.</CO>

",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,4,::,5,::,Excellent example & argument,//
"902&If you could make one important change in a school that you attended, what change would you make? Use reasons and specific examples to support your answer.",::,"<IN>We have studied in schools such as elementary schools, middle schools, high schools, universities, and a lot of private schools.<TS>I think that they have some problems, becase our society is changed very fast. Our schools have to chanage along with our society.</TS> I think that I want to discard our classrooms. I have several reasonable opinions.</IN>

<BO1><MI1><TR>First of all</TR>, I want to study out of classrooms.</MI1> <SI1> When I took some courses in the university, I sometimes had some classes in the filed. It was not bad. We could see the nature and wild animals. It was refreshed me.</SI1></BO1>

<BO2><MI2><TR>Scondly</TR>, we have a lot of assistant thing to study for ourselves.</MI2> <SI2> When finshing my classes, I usually use the internet to look for some material which was not understood in my class. <TR>Also</TR>, I can use the library of my university. They restore a lot of reference books and periodly magazines, and you can see them.</SI2></BO2>

<BO3><MI3><TR>Lastly</TR>, our professors have their own offices.</MI3> <SI3> When you have some questions, you can visit your professors and ask them. I think taht if the questins are a little difficult, your professor and you must spend a lot of time. When it is a class time, you have some problems.</SI3></BO3>

<CO><TR>In conclusion</TR>, I would like to remove my classrooms, becase I like to study in the outside, have a lot of assistant things nearby, and visit to our professors. <TR>Therefore</TR>, I want to elimate my classro</CO>

",::,3,::,3,::,3,::,3,::,2,::,2,::,3,::,3,::,1,::,Poorly written essay. Needs fundamental improvement on construction and grammar,//
