essay,::,StudentResponse,::,I/B/C,::,Thesis,::,Topic,::,Coherence,::,Transition,::,Main Idea,::,Supporting Idea,::,Style,::,Usage,::,Critique,//
699&Some people think that government should as much money as possible on developing or buying computer technologies. Other people disagree and think that this money should be spent on more basic needs. Which one of these opinions do you agree with? Use specific reasons and details to support your answer.,::,"<IN>Some people consider computer as the best invention ever made by human. <TR>Furthermore</TR>, They assert that government should spend more money on developing and  buying computer technologies. <TS><TR>However</TR>, I think the government ought to spend their budget on basic needs of society not on IT because our society is still lack of fundamental needs and usefulness of computer have not been proved yet.</TS></IN>

<BO1><MI1><TR>To begin with</TR>, Korean society is still lack of policies that supports citizens in basic ways.</MI1> <SI1>Especially, poor welfare system is the problem. The gap between the poor and the rich is tremendous and people dissatisfied with thier standard of living . <TR>However</TR>, the welfare system is not able to provide all sutff related to education, unemployment and the handicapped. <TR>In addition</TR>, Korea already has a number of computer technologies. Report from IT research have shown that Korea is the one of the most developed countries in field of IT. It does not mean that we do not need to develop those technologies, but it is time to focus on other things. <TR>In this sense</TR>, government should make an investment in basic needs of society especially in the welfare system.</SI1></BO1>

<BO2><MI2><TR>Secondly</TR>, We do not know what the future of computer would be.</MI2> <SI2>Computer is useful device that improve our standard of living dramatically , of course. <TR>Meanwhile</TR>, computer also has numerous disadvantages. It is expected that the rate of crimes that use IT technologies would rises and personal privacy would be harmed by Internet. <TR>Moreover</TR>, many sociologists have warned the advent of information gap which means unfair accessabilty of information. <TR>As seen above</TR>, computers is definitely helpful tool, though, it is dangerous to invest huge budget in unproved field.</SI2></BO2>

<CO><TR>To sum up</TR>, our society needs investment on fundametal field that can support the poor and the handicapped not technologies related to IT. <TR>Moreover</TR>, investing on IT is still dangerous because of the disadvantages of computer. <TR>In this regard</TR>, government should spend their money on basic needs.</CO>",::,5,::,5,::,5,::,4,::,4,::,5,::,4,::,5,::,5,::,You have written a very good essay! Watch your transitions and try to clarify your second main point a little bit more.,//
"700&Young people should try several different jobs before deciding what career to have in the long run. 
 ",::,"<IN>It is said that young people should work at diverse fields before they decide their lifelong job. <TR>However</TR>, these days, a lot of young people prefer getting a job immediately after graduation to having diverse work experience. <TS>I firmly believe that it is important for young people to have various work experiences before they decide their work that they will do during his whole lifetime.</TS></IN>
 
<BO1><MI1><TR>First</TR>, if they try several different jobs, young people will have a chance to know their interest and aptitude.</MI1> <SI1>When they build their successful career map, it is essential to know their aptitude. Although they have other chances to know their interest such as aptitude test or internship program when they are university student, I think that these are not first-hand experience that they can learn real work trough. If they can determine which work give true sense of achievement and what work they are dedicated to by experiencing diverse works, it provides an invaluable opportunity. <EX><TR>For example</TR>, my sister works at advertising company. She could know that she was interested in marketing strategy and advertising when she worked at the department store after graduation.</EX> <TR>Accordingly</TR>, an affluent experience through diverse work provides the time when they can find their dreaming work.</SI1></BO1>
 
<BO2><MI2><TR>Second</TR>, young people can develop important work skill through work experience in different workplace.</MI2> <SI2>If they work at the same company for a long time, they will have monotonous experience and limited skills. Having a diverse skill is essential to making high achievement in work. <EX><TR>For example</TR>, Son Mi-na, famous writer in Korea, was once an announcer in KBS, and has ever worked at the public relation department of a major marketing company. She could accumulate diverse skills such as communication, writing, and handling elaborate and delicate vocabulary and word expression through experience as an announcer and worker of the company. Based on these skills that had been gained through hard training in various jobs, she could write essays and novels that touch millions of readers.</EX> <TR>Therefore</TR>, work experience through several different jobs gives young people skills that they can make best use in their life long career.</SI2></BO2>
 
<CO><TR>In conclusion</CO>, having diverse job is not a waste of time but a valuable time to nurture work skills and find an aptitude.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,An excellent essay!  Very good!  One thing though - your use of the world 'affluent' is incorrect.,//
701&Do you agree or disagree with the following statement? University athletic departments should receive the same amount of funding as university libraries. Use specific reasons and examples to support your answer.,::,"<IN>These days, sports takes much part in people’s lives, so it is important then ever before. Some people think that university athletic departments should receive the same amount of funding as university libraries, while others do not. <TS><TR>In my opinion</TR>, it is essential that university athletic departments receive the same amount of funding as university libraries and there are two reasons why I think so.</TS></IN>
     
<BO1><MI1><TR>First of all</TR>, students can relieve their stress and they can study harder and concentrate more because they get healthy owing to the sports. <TR>As a result</TR>, students can get better grade on their exam than before</MI1>. <SI1><EX><TR>For example</TR>, when I joined a sport club last semester, I can relieve my stress and I got good grade by studying much harder</EX>. It is important for students to relieve their stress. If they are so stressed out, they can’t concentrate on their study and the study will be less effective.</SI1></BO1>
     
<BO2><MI2><TR>Also</TR>, students can make new friends by doing sports activities at the gym.</MI2> <SI2>The relationship between students is very important as studying because students can learn from each other and help each other when they have some problems. <TR>In addition</TR>, meeting new people and making new friends are always happy. <EX><TR>To be specific</TR>, when I joined a jazz club that the university sports center offer, I met many new friends there and we are still a good friends who share most of the things together.</EX></SI2></BO2>
     
<CO>With the reasons mentioned above, I believe that university athletic department should receive same fund as libraries because they are important as the libraries. <TR>All things considered</TR>, I think that I have sufficiently and adequately explained my position on the matters regarding this topic.</CO>
 ",::,5,::,5,::,4,::,5,::,4,::,4,::,5,::,4,::,4,::,Some grammar and semantic issues but otherwise this is a good article.,//
702&Teachers should give students homework everyday,::,"<IN> <TS>Some people think that homework are tedious tasks that deprives the student of their free time but in my opinion, giving homework to students daily helps the student achieve academic excellence.</TS></IN>

<BO1> <MI1><TR>First of all</TR>, homework is revision.</MI1> <SI1>Daily homework given by teachers is usually an extension of the day’s lesson in class. By doing homework everyday, the student is unconsciously revising what was learnt in class, and this in turn, helps the student remember what was taught in class. <EX><TR>For example</TR>, my maths teacher in high school used to give us problems to solve every day. I now realize that homework made me apply and practice the concepts learnt that day, and the concepts only got clearer with more problems solved.</EX></SI1></BO1>

<BO2><MI2><TR>Added to this</TR>, homework helps the students to keep a check on whether he or she understood what was taught that day.<MI2> <SI2><EX><TR>For example</TR>, I would always ask doubts and questions that arose doing homework the next day and my teacher would gladly and immediately help me solve the problems. I would then have better understanding and foundation in the the following lessons.</EX> It is easy for students to loose interest when teachers start teaching things they don't understand. I feel it is necessary to keep a check on the student's progress everyday to avoid such misfortune.</SI2></BO2>

<BO3><MI3><TR>Lastly</TR>, homework instills discipline and sense of responsibility in students.</MI3> <SI3>Students are required to be diligent to submit the homework in due time and through this, they learn the importance of deadline. Also, since homework cannot be done by someone else, students have to become responsible for the assignments given to them.</SI3></BO3>

<CO><TR>To sum up</TR>, homework is a good way to help students practice new concepts, keep up with what is taught in class and become responsible for their duties. In this regard, I strongly agree with the statement that homework should be given to students every day.</CO>",::,5,::,4,::,4,::,4,::,5,::,4,::,4,::,5,::,4,::,Third body paragraph's supporting ideas was not very strong.  Otherwise this was a good essay.,//
"703&Do you agree or disagree with the following statement?
Movies tell a lot about a country.
Use specific reasons and examples to support your answer.",::,"<IN>These days, many people watch movies and their influence in our lives is bigger than before because we can know about many things through movies. Some people say that movies tell a lot about a country, while others do not. <TS>In my opinion, there are a lot of information about countries in movies.</TS> There are two reasons why I think this way.</IN>
     
<BO1><MI1><TR>First of all</TR>, movies reflect countries’ culture.</MI1> <SI1>When people make movies, they contain some characteristics of countries naturally. <EX><TR>For example</TR>, if a movie is about families, we can see their life style. What people eat, wear and where they live because people eat breakfast, lunch or dinner at their home, wear clothes and we can see the structure of the houses.</EX> Therefore, we can know the country’s life style via movies.</SI1></BO1>
     
<BO2><MI2><TR>Also</TR>, movies contain people’s idea or ideology.</MI2> <SI2>It is also a natural phenomenon because all the cultural things such as movies, books and music reflect people’s idea without realizing it. <EX><TR>To be specific</TR>, Indian movies show their ideas very apparently. All women put on chador on their head, they worship cows and the Ganges, and men can have many wives. This is not only the culture of the India but also traditional idea of Indian.</EX> Like this, we can learn about a country by watching movies.</SI2></BO2>
     
<CO>All things considered, with the reasons mentioned above, I agree that movies contain a lot of information of a country. Also, I believe that I have sufficiently and adequately explained my position on the matters regarding this topic.</CO>",::,5,::,5,::,5,::,5,::,4,::,5,::,5,::,5,::,4,::,Some semantic and grammar errors but otherwise this is a good essay.,//
704&Movies Tell a Lot About a Country,::,"<IN>While most people watch movies for exciting plots, dynamic visuals and the celebrities starring in the movie, many are often oblivious of many other things that movies can deliver. <TS>I believe movies are enriched by diverse aspects and even have educational qualities in them.</TS></IN>

<BO1><MI1><TR>First of all</TR>, movies display the landscapes and architectures of a country.</MI1> <SI1>Behind each scenes in a movie, lies a carefully designed background setting. Whether it be the grandiose architectures of ancient Rome, the sky scrapers of New York, the breath-taking scenarios of Alps or the Louvre, Eiffel tower and the beautiful nights of Paris, movies deliver in detail the scenes behind the scenarios.</SI1></BO1>

<BO2><MI2><TR>Second</TR>, there are many characters in a movie with distinct characteristics.</MI2> <SI2>This could be the way they speak or dress, the way they carry themselves and the way they behave. This tells the viewers a lot about the country and their people. We can learn what languages are spoken in different countries, and see what kind of clothes they adorn. In brief, we can experience the way of life led by strangers and foreigners through movies.</SI2></BO2>

<BO3><MI3><TR>Lastly</TR>, movies depict many cultural aspects in them.</MI3> <SI3><EX>Even though I have never visited Europe or South America, I would know what the infamous October beer fest in Germany and the colorful Carnival of Brazil are like.</EX> Of course, there are historical aspects that are unique to a geological location. Whether it be the World Wars, Nazism, Samurais, Egyptian civilization or the native Americans, viewers would have got a clearer picture of such historic eras.</SI3></BO3>

<CO><TR>All in all</TR>, even though everything depicted in a movie may not be true and may have been exaggerated, I believe movies are one of the best ways to indirectly experience a country, especially through the architectures, the people and their cultures.</CO>",::,5,::,4,::,4,::,5,::,4,::,5,::,4,::,4,::,4,::,Some grammar and semantic issues but otherwise this is a good article.,//
705&Teacher should give students homework every day,::,"<IN>Some people think teacher should not give homework to students because it can deprrive of individual pastime or development of other fields that students are interested. <TS>But in my opinion, giving homework to students makes them keep up with material in the class and be familiar with the material and then lets them study harder.</TS></IN>
 
<BO1><MI1><TR>To begin with</TR>, it's easy to keep up with some materials they are going to have in the class.</MI1> <SI1>As they practiced before class, it could be easier to understand them. <EX><TR>For example</EX>, when I was in high school, my math teacher usually gave us daily homework for improving our math grade . As I practiced and solved some problems before taking class, It was more easier to catch up with materials the teacher were trying to explain. But my english teacher ,on the other hand, had never given us homework. As some materials taken in english class were not familiar to me, It was not easy to follow and understand. I always got A in math but B in english while at high school.</EX></SI1></BO1>
 
<BO2><MI2><TR>On top of that</TR>, homework instills discipline to students.</MI2> <SI2>Therefore, they can learn how to work with deadlines. <EX>From my high school experience, one of my friends oneday handed in his science report after the dead line. Science teacher, unfortunately scolded him and punished him by cutting his score of report.</EX>
This example shows that the homework causes him to think that keeping on dead line is a momentous ingredient in one's life .</SI2></BO2>
 
<CO><TR>To sum up</TR>, assinging homework makes students keep up with material easily and instills discipline. In this regard, I strongly agree with the statement that homework should be assinged to students daily.</CO>",::,4,::,5,::,4,::,4,::,4,::,4,::,5,::,4,::,3,::,"Grammar and semantic issues, as well as punctuation and formatting caused the essay to stumble now and then.  But the ideas were coherent and well-though out.",//
706&Movies tell a lot about a country,::,"<IN>through active international trades and use of internets, it became easier to watch movies from different countries. <TS>Each movies are written and made by local people and taken in home countries. Therefore it is impossible to not to contain informations about the environment and cultural values.</TS> Moives tell about the home contry and help to foreigners be able to experience indirectly about the country.</IN>

<BO1><MI1>As it mentioned above, movies are taken place in somewhere in the country.</MI1> <SI1>It tells how is weather in that country, is it tropical or having all four seasons? Which kinds of people are living in there, asians, africans, eropeans? Those informtions can be determined directly from the movies.</SI1></BO1>
<BO2><MI2>However cultural values, and usual relationships, religion, or gender role in one country is shown indirectly or can be found in careful obervations.</MI2> <SI2><EX>If you see the series of Idian movies, you will see a lot of dancing and musics about gods or others. Indians believe that through dancing they can show love for their gods and the religion is very important of their life. And some arab film, females are covering their faces and obedient to males, therefore watchers can figure countries in arab are male-based society.</EX></SI2></BO2>
 
<CO>futuristic SF movies and Historical film might show false and fantasy, but they still shows basic styles that local people like and their views of world. Also if awknoledged audience watch those movies, then they will be able to figure what local people's dream, what they want to emphasize or hide from their history through the movies.</CO>",::,2,::,4,::,4,::,3,::,1,::,1,::,3,::,3,::,3,::,This essay was difficult to understand.  The formatting was confusing and there were numerous spelling and grammar errors.  It was difficult to understand the message of the essay.,//
707&Do you agree o disagree with the following statement? In twenty years ther will be fewer cars in use than there are today.,::,"<IN><TS>In my opinion, I disagree with the statement that in twenty years it will be fewer cars in use because of its convenience and consistent development of technologies.</TS> My opinion is strongly substantiated by following reasons.</IN>
 
<BO1><MI1><TR>To begin with</TR>, cars are the most convenient means of transportation.</MI1> <SI1>In fact, other transportations cannot use with ease because of their high price and strict time table. <EX><TR>For example</TR>, airplane is much faster and larger than car but it is expensive to ride and we should go to the near airport to use. Airport is normally far from our home place. <TR>In addition</TR>, it is more comfortable to change our time schedule easily. If we once want to change our flight, we should pay for needless charge. How about ship? Some people have serious vomits in ships so that children are not willing to use ships. Also, ships are very depending on the weather condition. If we have urgent meeting, nobody want to use ships.</EX> With this in mind, main means of transportations is stills cars than any other ones for the time being.</SI1></BO1>
 
<BO2><MI2><TR>On top of that</TR>, technologies have developed to reduce harm effect to environment.</MI2> <SI2><EX><TR>For instance</TR>, many people worried about carbon dioxide because of green house effect. However, with using diverse solution such as ethanol, gas and refined energy source, cars are not any more main target of air pollution in the world. Thus, cars’ usage will not decrease than the present. According to recent research of the Council of EU, cars have cut their pollutant emits for twenty years.</EX></SI2></BO2>
 
<CO><TR>To sum up</TR>, I believe that cars will be more useful in the future in terms of its convenience and developed technologies. My dream is also getting a nice sports car after 20 years. How wonderful it is!</CO>",::,4,::,4,::,5,::,4,::,4,::,4,::,4,::,5,::,4,::,"The supporting ideas could have benefitted from more hard data.  It was touched upon in the second body paragraph, but the first paragraph seemed a little hollow.",//
708&All scientific discoveries should be shared among other scientists.,::,"<IN><TS>An intriguing topic of discussion at hand is whether all scientific discoveries should be shared among other scientists. The answer to this question can vary greatly depending on the individual perspectives. Thus, the jury may still be out but as far as I am concerned I agree with the statement.</TS> In this essay, I will present the two reasons supporting my standpoint as follow.</IN>
 
<BO1><MI1><TR>First of all</TR>, scientists should share their own research for progressive social life as a leader of society.</MI1> <SI1>Although no one denies that such as valuable invents or discoveries are important as individual, it’s more justifiable to content that the scientist open their result of discoveries for common communities of welfare and the world of well-being, not only private purpose. <EX><TR>For illustration</TR>, I would like to draw the case of my experience when I was university student. My professor announced his discoveries to relevant company and the world of science regarding modern motor engine. His venerable behavior leads advance and development of modern automobile. On the other hand, modern science issue needs expert to address contemporary scientific problem so complex that common people can not solve.</EX> In this regard, I strongly insist that the scientist should open their worthy discoveries to the world as well as science fields.</SI1></BO1>
 
<BO2><MI2><TR>Second</TR>, announcing the significant discoveries among the middle of science is able to encourage the scientist to study in competitive environment.</MI2> <SI2>This will help to increase competitive power in the scientific fields of nation. According to the recent research released in 2012 by scientific journal, the statistics found out that the science area that address much more thesis gives rise to a better motivation than other science fields. <TR>Furthermore</TR>, this environment foster investment of government for science. If one attract enough money to implement experiment from the government, one can concentrate on their specific area more effectively than ever before. Naturally, scientist quality will be improved through above mentioned virtuous circle. In this sense, it’s necessary to open discoveries among the scientist world, which leads advent of the strong scientific world.</SI2></BO2>
 
<CO><TR>In conclusion</TR>, I strongly argue for my standpoint on account of the above mentioned reasons. Once again, Although the verdict may still be out, I personally believe that two of my rationales are sufficiently convincing enough to represent to the viewpoints of a majority of people who are in favor of my claim.</CO>",::,5,::,4,::,5,::,4,::,5,::,4,::,4,::,5,::,4,::,The second supporting idea could have benefitted from examples and hard data.  Otherwise this was a good essay.,//
709&Grandchildren should listen to their grandparents' advice.,::,"<IN><TS>Even though, the society has been advanced progressively, some people claim that the advice of grandparents still have some lucrative benefits to give grandchildren. <TR>However</TR> from my perspective, it is not useful for several reasons: old people have different perspective of great jobs and they do not know any modern medical technology.</TS></IN>

<BO1><MI1><TR>First of all</TR>, in grandparent's generation, the preference of job was different compared to modern days.</MI1> <SI1>Since the industrial society has been developed amazingly in modern day, the job trend has been changed too. <TR>Therefore</TR> old people's view of perfect job might be not suitable for in these days, thus their advice is very useless. <EX><TR>For example</TR>, when I was a little kid, my grandfather told me to be a great farmer because when he was young, the farmer was very popular job for common people and it was very stable job just like a public service worker in today. <TR>However</TR>, I knew it was not very proper job for right now, thus i refused his advice.</EX></SI1></BO1>

<BO2><MI2><TR>Next</TR>, they do not know any developed medical technology thus their advice might not be good for their grandchildren.</MI2> <SI2>As medical society advance, a number of great technology advanced for people's health such as X-ray and an injection which old people definitely do not know. <TR>Therefore</TR>, when children seem like very sick, the old people might say drink healthy remedy foods instead of going hospital to get a shot. <EX><TR>For example</TR>, one of my friends, John, ogt fever. his grandparent keep said to him to drink hot honey drink. His fever had been worsening more and more. Eventually, he refused his grandparents' advice and he went to hospital to get a shot. Few days later, his sickness was relieved much better.</EX></SI2></BO2>

<CO>For these reasons, all the grandchildren should not listen their grandparents advice anymore.</CO>",::,4,::,4,::,4,::,5,::,4,::,4,::,4,::,4,::,4,::,"&quotNext&quot probably shouldn't be used as a transition unless the ideas are being presented chronologically.  The supporting ideas ended with examples, probably could have benefitted from a follow-up sentence that analyzed the lesson learned.",//
"710&Do you agreee or disagree with the following statement? 
Television has destroyed communication among friends and family.",::,"<IN><TS>Since the television provides very fun entertaining time to us, most of families have at least one TV in their house. <TR>However</TR>, the television might destroy people’s bonds among their friends and family.</TS> In my perspective, the TV, whereas, has assisted communication between people for following reasons: the topic of conversation becomes plentiful diversely; the TV also makes their speaking ability skills develop.</IN>
           
<BO1><MI1><TR>To begin with</TR>, the television provides more resources to talk among people, thus getting longer communication.</MI1> <SI1>There are various and numerous things that are televised, such as movie, audition show (American Idol), discovery program, and talk show. These shows definitely offer plenty chance to start conversation among the closed people. Most of teenagers greet each other by saying “hello”, and then the topic of the conversation automatically converts to the TV program shows that are being televised and popular among their ages. Hence, people can communicate more and reinforce their bond. <EX><TR>For example</TR>, when I was a middle school student, the words between the conversation of my friends and I was just simple greeting saying, such as “hi”, “hello”, or “how are you?” However, since the well-known audition program, “Superstar K”, in our country, our length of communication had been amazingly increased, thus made special brotherly bond with them. Had it not been for this audition program, I would even have any friends.</EX></S1></BO1>
           
<BO2><MI2><TR>Last but not least</TR>, our speaking capacity can be advanced.</MI2> <SI2>There are many discussion and talk shows that are broadcasting on the TV in these days. A variety of people love to watch these shows. Since most of MC of the shows are great speaker, people learn and imitate their talking style, thus learning many communicative expressions. <EX>The case of this point is that one of my friend, David, who usually did not talk with people due to his retard talking expressions. However, once he has watched “The Oprah Winfrey Show”, his speaking ability suddenly advance. This show automatically helped him to learn how to express their feeling well in oral way. Therefore, he is great speaker now.</EX></SI2></BO2>
           
<CO>Granted, the television has destroyed communication among friends and family. Nevertheless, the TV can become pivotal role that makes them have long and more conversations, due to the plentiful topic to talk and advancing capacity of speaking.</CO>",::,4,::,3,::,4,::,3,::,3,::,4,::,4,::,4,::,4,::,"The thesis was confusing.  At first TV might destroy peoples' bonds, but then it says it can assist communication without a point of contrast.  &quotLast but not least&quot is probably not a good transition if there are only two ideas.",//
711&The best way for a teacher to make their students to be interested in a subject is to explain how much the subject helps them outside the school.,::,"<IN>Some people say that students can lose their interested in a subject, if a teacher explains how the subject will help them outside the school. They insist that students only care about grades they get and the stuffs they learn in school; they assert that kids don’t care much about outside the school. <TS><TR>However</TR>, I think the best way for a teacher to make their students to be interested in a subject is to explain how much the subject helps them, not just in school or for their grades, but outside the school.</TS> These are two reasons why I believe so. First, by learn about the relationship between the subject and his future, a student can realize the importance of taking that subject. Second, it can also help students to prepare for their future to come.</IN>
 
<BO1><MI1>Explaining how much the subject helps outside the school does not only increase the interest of students, but also help them to realize the need of the subject.</MI1> <SI1>Once a student realize the importance of a class, it becomes easier for him to focus in the class. It was already reported that the students, who said that they knew the importance of the classes they were taking, tended to show the higher level of concentration.</SI1></BO1>
 
<BO2><MI2>School education shouldn’t be just about passing the tests and graduating.</MI2> <SI2>Through the curriculum, a student has to be ready for the future to come. Getting informed about how the subject will be helpful outside the school helps students to prepare for future. <EX><TR>Let me take my experience as an example</TR>. Before my senior year in high school, I already knew what I wanted to do in my future, so I went to each teacher and asked them about how the subjects would help me to prepare for what I wanted to do, marketing. Everyone was so willing to explain the relationship between the subject and marketing, so it was easier for me to choose the subject that would be helpful for my future and to get ready for it.</EX></SI2></BO2>
 
<CO><TR>In conclusion</TR>, I personally believe it is nice for students to be informed about the importance of the subjects they are taking, and how they can be related to their future life. It helps students realize the need of the classes they are taking, so they can focus better, and also helps them to get prepared for their future.</CO>",::,5,::,5,::,4,::,5,::,1,::,4,::,4,::,5,::,4,::,The supporting idea in the first paragraph would have greatly benefitted from an example.  Lack of transitions between paragraphs muddied things up a bit.,//
712&It is impossible to be completely be honest with your friends,::,"<IN><TS>Some people think that it is possible to entirely be honest with friends. However, in my opinion, I think that it is infeasible to completely be truthful with friends.</TS> This is because people usually tell lies to cover their flaws, and because they tell white lies to friends to make their friends feel better.</IN>
 
<BO1><MI1><TR>To begin with</TR>, many people lie to their friends to hide their shortcomings.</MI1> <SI1>To be specific, we usually do not tell real facts of family relations or physical secrets to keep our attraction and reputation high. <EX><TR>For example</EX>, when I was in primary school, my almost every friends knew about 'DIGIMON', which is a famous Japanese cartoon. <TR>However</TR>, I did not know anything about that, and I did not want to be disesteemed or ignored by other friends. Therefore, I pretended to understand everything what they said, and even told them some wrong facts about the cartoon. If I had not told my friends lies, I would have not kept good relationships.</EX> This example clearly demonstrates that lie is an usual to hide drawbacks from friends.</SI1></BO1>
 
<BO2><MI2><TR>On top of that</TR>, many people lie to their friends to prevent their friends feel bad.</MI2> <SI2>In other words, if we tell friends some truth, they will feel angry at us, and may do not want to keep relationship. Therefore, people prefer to tell some white lies, even though there are some mistake that we can point out. <EX><TR>For instance</TR>, just few days ago, one of my friends bought new clothes and showed those to me. To be honest, I thought those clothes are extremely ridiculous, but I told him the clothes are perfect for him because I did not want him to feel angry at me. If I had told him that his clothes are funny, he would has stopped to be my friend.</EX> This example clearly shows sometimes lie is necessary to keep good relationship.</SI2></BO2>
 
<CO><TR>To sum up</TR>, people usually tell lies to cover their shortcomings, and make friends feel better. For these reasons, I believe that it is unable to completely be honest with friends.</CO>",::,5,::,4,::,5,::,4,::,5,::,4,::,4,::,5,::,4,::,The main ideas and support ideas were rather strong.  It could used a stronger elaboration on why it would have caused such problems with friends.,//
713&People are never satisfied with what they have; they always want something more or something different,::,"<IN><TS>It is often said that people are never satisfied with what they have, wanting something more or something different. However, in my opinion, this idea does not fully reflect the current situation.</TS></IN>
 
<BO1><MI1><TR>To begin with</TR>, many people are now trying to make their lives simple.</MI2> <SI1>To be specific, the new movement of which main idea is to recover the humbleness and peace of mind by restricting desire has gotten popularity among people. The leader of the movement suggested that if people throw away their desire to have something more and are satisfied with their current place, people can get the peace of mind that makes people free and are even good for health. So a lot of people tired of consuming or wanting something more in the modern society are willing to take part in the movement, and they try to reduce their desire for consuming something more following the lessons from the movement.</SI1></BO1>

<BO2><MI2><TR>In addition</TR>, charity activities become more popular than before.</MI2> <SI2>A study conducted by the government shows that the number of people who participate in charity activities regularly has increased 15% since 2010. Many people in charity activities share what they have such as money, time, and so on. This stream is because people realized that stability of society can be achieved by sharing something that they have with other people. I think this stream in the society is the strong evidence that people want to share what they have rather than to have more and more.</SI2></BO2>

<CO><TR>In conclusion</TR>, considering the fact that the new movement has gained a lot of support from people and the number of people who take part in charity activities is increasing, I believe that the idea that people are never satisfied with what they have is not adequate. In fact, now a days, people enjoy the sharing what they have with other people.</CO>",::,5,::,4,::,5,::,4,::,5,::,3,::,3,::,4,::,4,::,The main ideas for each of the paragraph were not completely coherent with the topic as a whole.  The supporting ideas would have benefitted from actual examples.,//
714&It is important to have rules about the types of clothing people are allowed to wear to work and school. Do you agree or disagree?,::,"<IN><TS>Fashion is evolving every day. It is debatable whether rules about the types of clothing at work or school are essential or not. However, I maintain the rules are necessary because they help people to focus on their tasks instead of thinking about how to wear, and give a feeling of belonging to people.</TS></IN>
 
<BO1><MI1><TR>Most of all</TR>, unlike other places, school and workplace are where people go every day, yet it is not easy to wear differently from day to day.</MI1> <SI1>Some people get stressed out paying attention to how to dress up. Therefore, if they have a series of standard for clothes at work or school, People can focus on their tasks and assignments more because they do not have to worry about clothes as much as if they do not. Likewise, rules concerning clothes at specific places help people have less pressure about clothes so that they can spend their time more productively.</SI1></BO1>
 
<BO2><MI2><TR>In addition</TR>, if people wear similar clothes, they would feel that they belong together and unified.</MI2> <SI2>Also it prevents people to have prejudice of one another. <EX><TR>For instance</TR>, students whose schools have a regulation about uniform feel less pressure than other students in schools without the regulation. During the age of puberty, they are very sensitive about clothes because in peer group, they discriminate themselves and make different groups by clothes.</EX> In this way, rules for clothes can be the alternative for those disunions in society such as school or work through wearing same clothes.</SI2></BO2>
 
<CO><TR>In summary<TR>, I am in favor of the opinion that there should be rules about clothes at work or school because they prevent people to waste their time thinking what to wear every morning, and consolidate them as if they are united by garments.</CO>",::,5,::,4,::,3,::,4,::,4,::,4,::,4,::,4,::,4,::,I don't think the essay is quite on topic.  The essay seems to be talking about uniforms and required dress.  The question was more in regards to restrictions on what would NOT be allowed to be worn.,//
715&People are never satisfied with what they have; they always want something more or something different,::,"<IN><TS>It is often said that people are satisfied with what they have under their constraints. But most people are not satisfied with their life because of two properties of their greed. They want something more than what they have and what others have.</TS></IN>

<BO1><MI1><TR>First of all</TR>, They want goods more than they need.</MI2> <SI1><EX><TR>For example</TR>, they needed a house and a car for one's family. so they expected getting money to afford the cost. Once they acheived the goal, they have another ones, even though the one are not necessarily needed.</EX> The process are keepping and infinite. People are neverr satisfied with theirs.</SI1></BO1>

<BO2><MI2><TR>In addition</TR>, they prefer theirs to other's something.</MI2> <SI2>They generally devalue theirs. There is a study regarding the problem. Accoridng to the Seoul National University's psychology experiment, peole tend to thinnk other's food is larger than theirs although the ones are same size. Like this people have some biological envy of others. This makes people not be satisfied with what they have.</SI2></BO2>

<CO><TR>In conclusion</TR>, the tendency of the dissatisfaction are reinforced in modern society because the society are more pursuitting material wants and abandoning communal living. So people's property of greed causes their dissatisfaction.</CO>",::,5,::,5,::,4,::,4,::,5,::,4,::,4,::,4,::,4,::,Some grammar and semantic issues but otherwise this was a good essay.,//
716&A teacher should be more concerned about relating well to students than giving knowledge.,::,"<IN>Some people think that student and teacher do not have to be closed. <TS>However, I strongly believe that relation between teacher and student is the most important.</TS> This is because it can makes class circumstance smoothly and student’s grade higher.</IN>
 
<BO1><MI1><TR>First of all</TR>, Paying attention to student can help them studying in a good atmosphere.</MI1> <SI1>This is because student feels more comfortable when teacher acts familiarly. So, they can ask and answer the questions easily. According to a recent survey conducted by Joonang Newspaper, communication between teacher and student is really significant for student’s study. Many students responded that comprehension of contents of class well when they do not afraid of asking and answering.</SI1></BO1>
 
<BO2><MI2><TR>Secondly</TR>, Knowing about students well can increase student’s result.</MI2> <SI2>That’s why it can check about student’s weak point and assist to solve that. <EX><TR>For example</TR>, I taught a student the math one years ago. When I met her first I just taught her a whole part of math and her score was almost same in every test. However, her score surprisingly improved as we were more close and I knew about her weakness.</EX></SI2></BO2>
 
<CO><TR>To sum up</TR>, communication between teacher and students is very important for student’s study. For these reasons, I think teacher have to more interest for students than just give information.</CO>",::,4,::,5,::,4,::,4,::,4,::,3,::,3,::,4,::,4,::,The second main idea doesn't really support the thesis.  Understanding of the student's weaknesses is something that can be assessed through a regular school curriculum.,//
