essay,,,,I/B/C,,Thesis,,Topic,,Coherence,,Transition,,Main Idea,,Supporting Idea,,Style,,Usage,,Critique,//
680&It has recently been announced that a large shopping center may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.,::,"<IN>A large shopping center is relevant to people who live in cities. Since it offers a variety of service, a large shopping center has became part of our life. <TS>However, there are pros and cons for this buildings which provide essesntial service to us.</TS> Sometimes it can be serious concern to people. Here are a few potent reasons for negative sides.</IN>

<BO1><MI1><TR>First,</TR> traffic jam is one of biggest reason why people usually oppose to establishing a large mall.</MI1> <SI1>When a gigantic shopping center comes into our neighborhood, they make us twice time tougher to get to our house, which can play a significant role to some people when they decided to move there. <EX>In my case, now I live in a city named Istanbul, which is a mega-city consists of a number of buildings.</EX> In other words, there are enough large shopping centers in my surroundings. But, still companies never planning to stop constructing buildings. As a result, one of my neighbour named Ali, who works for Green-Peace, accuse both the government and companies for thoughtless approval of construction.</SI1></BO1>

<BO2><MI2><TR>On top of that,</TR> a large shopping center can be baneful to stores and restaurant around it.</MI1> <SI1>If malls keep built in our neighborhood and devastate their stores and restaurants, it is impossible for aunt-store owners to sustain their lives by. <EX>For instance, in Korea, ceaseless construction of huge shopping centers became a hot issue.</EX> Anually a number of people are fighting against the plans to build malls in our neighbours because once they come in nearby us, there is no other way to hinder them from taking advantage that should be rediscussed.</SI2></BO2>

<CO><TR>As a summary,</TR> it might looks nice if neat buildings located around us. However, for several reasons, contiuous and thoughtless construction of a large shopping center has become a social concern of our lives. First, it makes us more stressd by increasing traffic jam, and second, it induce us to lose sight of imporatnce of living together since humans can not live without humans. Be brave and start concerning our neighbor is the first thing a person has to do when economy versuses humans, rather than lured by the attractive words.</CO>",::,3,::,2,::,4,::,3,::,4,::,4,::,3,::,3,::,0,::,"The thesis statement of this essay is too vague, not giving enough indication of what will be discussed in the rest of the essay. Also, the student has good arguments for his/her opinion, but they are not supported well, causing the essay to suffer more.",//
681&using cell phones should not be allowed when using public transportation.,::,"<IN>Nowadays, a considerable number of people believe that people should not use cell phones when they use public transprotation. <TS>However, I strongly maintain that using cell phones should be allowed when using public transprotation.</TS> The fundamental reason behind this is that using cell phones in public transportation makes people time-efficient and available to always connet people.</IN>
    
<BO1><MI1><TR>First of all,</TR> using cell phones in public transfortation helps people not to waste their precious time.</MI1> <SI1>The underlying reason behind this is that people do not waste their time moving to other place by public transportation but can have various activities such as texting, calling, listening to music, and watching videos by usung cell phones. <EX>According to my experience, I go to my school by subway every morning. At that time, I study TOEFL listening using cell phone for 30 minutes. Therefore, by using cell phones, I can save time during going to my school.</EX> If it were not for using cell phones, my time for going school would be meaningless.</SI1></BO1>
    
<BO2><MI2><TR>Moreover,</TR> using cell phones in public transfortation makes it possible for people to keep connecting with others.</MI2> <SI2>The rationale behind this is that people can inform others of thier locations of schedules by calling or texting. If using cell phones should not be allowed in public transportation, people will not able to know other's  circumstance which may be emergency. <EX>For example, One day, I did not use cell phones since there was too silent to use cell phone. Therefore I cound not answer my mother's call which was asking to bring medicines since my yonger sister was sick.</EX> This example proves that peple need using cell phones in public transportation for emergency.</SI2></BO2>
    
<CO><TR>In conclusion,</TR> without any doubt, I firmly belive that using cell phones in public transportaion is more beneficial for people. The reasone is that using cell phones when using transportation can certainly save time and be available to keep connecting others. All in all, using cell phones in public transportation can be a great and most convenient ways for peole to live in this rapid societies.</CO>",::,4,::,3,::,4,::,4,::,3,::,4,::,4,::,4,::,0,::,"I like the examples that this student uses, making his/her argument simultaneously person and relevant to many people as (s)he supports his/her argument. Also, this student shows decently strong grammatical command.",//
682&Countries should spend more money on the exploration of outer space than on the preservation of the environment.,::,"<IN>There is an argument whether it is better for countries to spend more money on the exploration of outer space than on the conservation of the environment. <TS>Although it is true that the space industry is peak of the popularity because of the sceince technology development, I strongly disagree with the statement that countries should spend more money on the exploration of outer space than on the preservation of the environment.</TS></IN>
  
<BO1><MI1><TR>To begin with,</TR> a few people will enjoy privileges when the aerospace industry become successful.</MI1> <SI1>For instance, only rich people will have an opportunity to travel a space because of the money matters. On the other hand, if people investigate the moeny to the environment, all the people will have the benefits. To be specific, people can enjoy more healthier life in pleasant, clean surroundings.</SI1></BO1>
 
<BO2><MI2><TR>Second,</TR> protecting the environment will prevent not only animals from extincting but also people on Earth.</MI2> <SI2>Nowadays, people contract many kinds of disorder because of the environment pollution that people arouse such as global warming and dirty air. The earth can be maintained more safely when people preserve the environment. What is more, people can leave a clean environment for generation to live in a healthy surroundings.</SI2></BO2> 
 
<CO><TR>In conclusion,</TR> I believe that preserving the environment is more important matter than the exploration of outer space for countries, on account of the reasons that I mentioned above : not only a small majority of people will get a benefit from space industry , but also people can prevent themselves from becoming extinct.</CO>",::,2,::,2,::,3,::,3,::,3,::,4,::,2,::,2,::,0,::,"The strongest part of this essay is the ideas that the student uses to support his/her argument, but unfortunately, those ideas are supported only with hypothetical situations. This student would do well to work on his/hervariety of sentence structure, as well.",//
683&Do you agree or disagree with the following statement?Advertising can tell you a a lot about a country? Use specific reasons and examples to support your answer.,::,"<IN>today we can see a lot of advertisement thougout everthing such as Televison, Internet , Radio and so on. Someple argue that advertising can give information of a country beacause they who watch other country's advertisement  get  information of a country throuout different style of advertising. <TS>However I believe that most of advertising have simliar aspect so it cannot give many inforamation to someone.</TS></IN> 

<BO1><MI1><TR>First of all,</TR> today are getting more globalization thus, people who make advertise consider to veiw point for all of the world.</MI1> <SI1><EX>for example, one of my friend he always buy new cloths on other country's website. and most of their website soureces from were facebook advertisement, also for my exprience it is not unfamiler to other country's advertisement.</EX> beacause many people and I are exposed that by the internet.also rencently, avertising tend to targetting all of the world.</SI1></BO1>
 
<BO2><MI2><TR>Secondly,</TR>some people beileve advertisements would show a lot of information of a country. but i beileve advertisements are not information of a country.</MI2> <SI2>To be specific, advertisement are not include infromation which for let know a country. Futhermore, The world is changed rapidly also it is effect on a lot of people. advertisement which need to adopt  to change everything are getting more various and involving various people taste. for these reasons they cannot include information of a country.</SI2></BO2>
 
<BO3><MI3><TR>Fianlly,</TR> if advertisement have a information of a country.</MI3> <SI3>many people would be do not care about them.so when people make advertisement they will not care about include them. thus if they have them, it would a little bit including them. <EX>According to national survey centre of U.S.A approximatly 75 percents of advertisement are not include information of a county and only 25 percents of advertisement have a small information of them.</EX>That's why I believe adversting cannot give informaiton of a country.</SI3></BO3>
  
<CO><TR>In conclusion,</TR> rapid globalization and many advertising operated by the internet.advertisement need to extend custumer's range to all of the world. that's why I believe advertising cannot tell that much infomaiton of a country.</CO>",::,3,::,2,::,3,::,2,::,2,::,3,::,2,::,2,::,0,::,"This student hashorrible spelling, and their lack of capitals on words starting many of their sentences is disappointing. Also,this student makes a lot of claims but doesn't really support them.",//
684&All University students should be required to take basic science courses.,::,"<IN>I often asked myself  ""Why do I have to take some of these required class at the school?"". <TS>To me, some of the courses I had to take always seem unnecessary especially, math and science.</TS> When I think of materials I learn in math or science classes, it feels like I would never use most of thing I learned. I believe that after certain basic level of education, there's not much of necessary information we need in our real life. In other words, we don't need that high level of education to live our lives. Then, Do all university students should be required to take basic science courses after they took required science courses in high schools? Definitely not.</IN>

<BO1><MI1><TR>First of all,</TR> there's no point of taking science class when we are not in the science related field.</MI1> <SI1>It's not efficient. At the same time, we don't need to know that high quality information to live our every day lives. University is the place students go to study more on what they want to work on later day of their lives. A lot of students make their decisions on majors very carefully since university draws you closer to getting professional on the certain field. Therefore, depending on different majors students get various kinds of courses. As students take their courses to meet the requirement to get degree on their majors, they get to study on that particular subject deeply and become more and more professional. It is very natural for those of who are working on science related field to take science courses but there are lots of students who are not in that field and not willing to study science. <EX>In my case, I am very interested in language and literature so I want to go to the school that has good language programs and literature programs.</EX> I would not want to take required science courses because I am not willing to study on science and it's not going to help strength my career.</SI1></BO1> 

<BO2><MI2><TR>In addition,</TR> I am not going to need to know about all the details in science because we just don't use those knowledge at all.</MI2> <SI2>Who cares about how the mercury dioxide can form certain chemical and how the genetic mutation can cause serious problem? To be honest, we only need basic knowledge to know and figure out things we face everyday. The reason we take  required science, math, english and other classes is to keep us decently enlightened enough to live fair lives. There is no way we are going to need more than what we learned in middles school and high school.</SI2></BO2>

<CO><TR>In summary,</TR> I believe that University is for students to study what they're interested in. There's no point of Universities if they require science courses no matter what field students are interested in. It's taking opportunities away from students who are wanting to spend more time on their majors and developing themselves. I would hate to take science classes in University too because of this reason. Also once we have basic knowledge on basic science, I have no doubt that we are going to be just fine living our lives fairly well. Therefore, University shouldn't require all students to science courses.</CO>",::,3,::,3,::,4,::,4,::,5,::,3,::,2,::,3,::,0,::,"It would be nice if this student had used more evidence and examples to support his/her argument. However, his/her grammar and vocabulary usage doesn't have too many errors, and I found that (s)he used transitional words and phrases quite effectively without overusing them.",//
685&Venus Habitation,::,"<IN><TS>The lecturer claims that there are solutions to nullify the problems with living on Venus. This counters the reading passage's claim that it is unlikely for human beings to habit on Venus because of some serious problems.</TS></IN>
 
<BO1><MI1><TR>To begin with,</TR> the lecturer asserts that we can live in the man-made structures that are high up in the atmosphere.</MI1> <SI1>Because atmosphere above the surface fifty kilometers has similar pressure with that of the Earth. Thus, nothing would be crushed while it is trying to landing. This contradicts the reading passage's claim that 90 times higher air pressure on Venus would prevent humans to live on Venus.</SI1></BO1>
 
<BO2><MI2><TR>On top of that,</TR> the lecturer argues that it is possible to obtain water and oxygen via chemical reaction.</MI2> <SI2>We can isolate oxygen from the Venus's atmospheric gases to attain water. <EX>For example, there are carbon dioxide and hydrogen sulfide in the atmosphere.</EX> And these can be transformed to water and oxygen by chemical reaction and electrical spark. This casts doubt on the reading passage's claim that it is almost impossible to keep supplying water and oxygen.</SI2></BO2>
 
<CO><TR>Finally,</TR> the lecturer mentions that it is able to gain heat energy from the sun on Venus. This is because gas layer is not really thick, and man-made structure is in high up atmosphere. Also, Venus rotates very slowly. Therefore, we can put solar panels in the sunny side for a long time. This would result in a limitless supply of heat energy. This refutes the reading passage's claim that we cannot attain enough heat energy because thick gas layer inhibits sunlight to reach the surface of Venus.</CO>
 ",::,2,::,1,::,4,::,3,::,4,::,1,::,1,::,3,::,0,::,"This essay lacks a satisfying, convincing thesis statement, as the student simply points out the difference in viewpoint between two sources of information. Ultimately, there is no argument being made in this essay, resulting in a lack of good ideas to discuss and a corresponding lack of supporting evidence and examples for those ideas.",//
686&it is a better to do things one at a time than to do many things at once,::,"<IN><TS>It is evident in our society that time has a tremendous importance in our lives.</TS> As society change more quickly, Some people believe that it is a better to do many things at once, While others do not. However, from my point of view, no matter how fast the world is changing, doing things one at a time is more beneficial. There are several reasons I discuss to support my argument so I will my discussion to the two that I feel are mst relevant to the topic. First, it can save time. Also, people can receive less stress.</IN>
 
<BO1><MI1><TR>To begin with,</TR> to do things one at a time allow people to save a great amont of time.</MI1> <SI1>Commonly in society, people tends to manage their time efficiently. If people can do many things at once, company may let them do more things to do. Thus, they can not enjoy and manage time. <EX>From my personal experience, I  was very tired when i was in sophomore in college. This was due to the fact that I tried doing many things at once.</EX> Therefore, I have no time to enjoy my college time. On the other hand, My friend Minji received scholarship because she always did her things at a time. As this outcome shows, it is better to do things once at a time.</SI1></BO1>
 
<BO2><MI2><TR>In addition,</TR> Doing many things at once can people receive a lot of stress.</MI2> <SI2>Nowadays people are stressed out. This is because there are too many things to do. Doing many thing at once is not necessary for health. A recent article I read on the Korea Herald revealed some interesting findings. <EX>According to the article, a surprising numbers of people in company claimed that they are stressed out. I found it interesting because this was due to requirement from comany that they need work and discover new technology and do other things simultaneoulsy.</EX> This clearly shows that doing many things at once is not useful to life and make them angry.</SI2></BO2>
 
<CO><TR>To sum up,</TR> I disagree to do many things at a time owing to the waste of time and the problem of stress. All things I considered, with reasons mentioned above, I believe that I have sufficiently and adequately explained my position on the matters regarding this topic.</CO>",::,3,::,3,::,4,::,3,::,4,::,4,::,3,::,3,::,0,::,"The thesis statement of this essay has a clear position on the problem that is being discussed, but other than picking sides, it's quite empty, with its supporting ideas not very well elaborated. Also, while this student's essay is not hard to understand, there are still some grammatical issues with things like tense and articles that make certain sentences read a bit awkwardly.",//
"687&If you could meet a famous entertainer or athlete, who would that be, and why? Use specific reasons and examples to support your choice.",::,"<IN>There are a lot of people who I want to meet who is a famous entertainer or athlete. <TS>However, I have one person that I really want to meet who is athlete. His name is Messi.</TS> There are a lot of reasons that I want to meet him.</IN>

<BO1><MI1><TR>First,</TR> he is very famous soccer player.</MI1> <SI1>He is fast and powerful. However, he is technical, too. I think he is the best soccer player ever. He is small like me, but no one can stop him in the field because he is so fast to catch. My dream was to becoming a soccer player when I was young. When I was young, I ran for Seoul soccer team. I got trophy, too. However, I had to stop playing soccer because my parents told me that I am not good enough and my height was too short. But Messi is small too. So I like very much.</SI1></BO1>

<BO2><MI2><TR>Second,</TR> he do not know how to forgive something.</MI2> <SI2>When he was young many teams did not let him in as a player because he was too small, However, he really wanted to became soccer player so he practiced everyday to improve his soccer technic. If I tried like him, I might became a soccer player, too.</SI2></BO2>

<BO3><MI3><TR>Third,</TR> loves his team very much. He is in FC Barcelona.</MI3> <SI3>FC Barcelona raised Messi since when he was very young, and they never forgive him even though he is very small. So Messi think very thank to them that he never leave the team.</SI3></BO3>

<CO><TR>In conclude,</TR> these are the reasons that why I want to meet him and why I want to be like him. I wish I can be a soccer player like him but it is too late. So I just want to meet him and say that I like him very much.</CO>

",::,3,::,2,::,4,::,2,::,2,::,3,::,2,::,2,::,0,::,"This student makes errors with things like verb conjugations and picking the right verb tense, and (s)he even omits a subject in one sentence. Overall, the essay sounds a bit rushed and childish.",//
688&Universities and high school should teach students about specific careers and fields instead of general subjects.,::,"<IN>Some people think that teaching specific careers is better for students than teaching general subjects. <TS>However, in my opinion, I think that universities and high schools have to teach general subjects for students.</TS> This is because experiencing a variety of subjects would help students to decide future careers that are most fit with them, and because having abundant basic knowledge would help students to adapt themselves to the society.</IN>

<BO1><MI1><TR>To begin with,</TR> by dealing with many subjects, students can choose their better future careers.</MI1> <SI1>To be specific, studying fruitful subjects would lead students to find their aptitude. Students would learn subjects more ardently to find their aptitude. Thus, efficiency would rise. <EX>According to a study conducted by Seoul National University in 2008, Students in high school A and B were examined by researchers: School A just taught students specific subjects instead of general subjects, whilst School B provided students with general subjects. Because students in School B could experience enough subjects, they could easily find what they want to do and what they want to be in the future.</EX> As a result, they were more willing to learn. Interestingly enough, students in School B show higher rate in getting jobs than those in School A do.</SI1></BO1>

<BO2><MI2><TR>On top of that,</TR> it is important in the society to acknowledge fundamental knowledge.</MI2> <SI2>To be specific, if people lack elementary understanding, they may be underestimated by others. Therefore, they cannot socially behave well and be ignored by others. <EX>For example, my uncle attended the high school which only provided students with specific subjects. When my uncle went to the society, many people did not treat him politely.</EX> If he had learn general subjects, he would have not been belittled by others.</SI2></BO2>

<CO><TR>To sum up,</TR> experiencing general subjects plays a big role in selecting students' future careers, and those general subjects are essential in social activities. For these reasons, I strongly believe that studying general subjects is more preferable.</CO>",::,4,::,4,::,4,::,4,::,3,::,3,::,4,::,4,::,0,::,"I think that this essay has a good thesis statement, which makes a clear argument with supporting reasons. The student also provides good evidence and examples to support his/her argument.",//
689&All students should be required to take history courses.,::,"<IN>There aren't enough students dreaming to have a career related to history in the future these days. It is because many people think that history is not important comparing to other subjects such as language, math, science etc. <TS>However, I strongly believe that all students should learn about our past.</TS> Universities should require students to take history courses because history not only raises responsibility as a citizen but also prevent making same mistakes that happened in the past.</IN>

<BO1><MI1><TR>To begin with,</TR> by learning history, university students can raise responsibilities as citizens in their own country, and even in the world.</MI1> <SI1>Students who will lead our future can raise more interests about our society which will finally result in patriotism. <EX>To illustrate, I studied Korean history to get an certification for 3 months last semester. As I studied more and more, I soon sank into our past, and concentrate on the stories in the lecture.</EX> Especially, in Japanese colonial era, I was impressed by our respond to protect Korea from Japan such as 3.1 movement. Even though I already passed the exam and get certified now, I still study and search more about our history. By learning it for few months, I not only got interested in our past, but also our present and future, and I now dream to work for our country in the future. Therefore, history raises patriotism which is one of the most essential qualities that future leaders should have.</SI1></BO1>

<BO2><MI2><TR>On top of that,</TR> there will be a less chance to make same mistakes in the future when students take history courses in universities.</MI2> <SI2>When they become a working member of society, they will cope with various problems that might even influence their whole careers. By learning history, they can learn what decisions they should make by learning the reasons and results of many incidents that happened in the past. It will also benefit our society since there will be many leaders who can make a right decision to improve our country. <EX>For instance, my aunt who chose history as her major when she was in her university, now lives a successful social life.</EX> It is possible because she learned how to think logically and make less mistakes by learning history. Thus, learning history can let students make less mistakes in their future career.</SI2></BO2>

<CO><TR>To conclude,</TR> history is one of the most important subjects that a person has to learn in their life. And university seems to be the best place to learn about it since it is the last course to prepare their careers for students. By requiring to take history courses, students can raise responsibility and patriotism, and make less mistakes. With these notions in mind, our society will be more strongly attached, and finally make our county a better place by encouraging students to learn history.</CO>",::,4,::,4,::,5,::,4,::,4,::,4,::,4,::,3,::,0,::,"I like this student's thesis statement because it takes a position and presents points that are interesting and make me want to read more about the student's opinion. Also, the student's writing is interesting in that while some sentences have a lot of grammatical and/or vocabulary errors (never enough to make the sentences very hard to understand but still enough to be obvious), some sentences of equal complexity are nearly perfect. This student would do well to work on his/her consistency.",//
690&Films can tell us a lot about the country in which they were made. What have you learned about a country from watching its movies?,::,"<IN><TS>There are two movies that gave me an opportunity to think about other countries' life. Those are The Lord of the Ring and The Spider Man.</TS> They have each feature that I noticed ; beautiful scenery and big city's life.</IN>

<BO1><MI1><TR>First,</TR> The Lord of the Ring had been made in New Zealand.</MI1> <SI1>In the course of running time, many beautiful sceneries have held me fascinated. Those were historical, beautiful and artistically subtle. And still I wish I could go to the ocean seen by the movie.</SI1></BO1>

<BO2><MI2><TR>Second,</TR> There were different life styles from my country that were made me excited in the film.</MI2> <SI2>The film is named The Spider Man. It was made in New York city, U.S. As a person who are living in very distinguishable culture from U.S, everything was all new to me such as a kind of attitude toward older people.</SI2></BO2>

<CO>Through these movies, I learned what I had not known and had a chance to ponder to study abroad of travel.</CO>",::,2,::,1,::,2,::,2,::,2,::,1,::,2,::,2,::,0,::,"The thesis statement of this essay doesn't really answer the prompt, pointing out things that the student simply noticed rather than things that the student actually learned about an area. Overall, this student uses very unvaried sentence structures and makes a lot of grammatical errors.",//
"691&Do you agree or disagree with the following statement? Technology has
made the world a better place to live. Use specific reasons and examples to support your opinion.",::,"<IN>With the technological development, people can now communicate each other from far away distance, go to the movies, shop online, do not starve to death and so on.  The world definitely seems better than the past.  There are some people, however, say that that the world did not go better, rather it went worse than the past. <TS>From my perspective though, I agree with the statement above.</TS> It is because technology made people to enjoy more and helped not to starve.</IN>
 
<BO1><MI1><TR>Firstly,</TR> people nowadays have more things to enjoy than the past.</MI1> <SI1>In the past, there were not much things to do, and that is why ancient people just looked up on the sky at night and thought about stars and the creation of earth.  However, thanks to the technology, people have bunch of things to do nowadays. <EX>For example, I can call my friend with cell phone and ask him to come over to my house to play baseball. Also, I can go to my friend’s house which is an hour away with a car and play video games.</EX>  None of these happened in the past. There are a lot more to do in today’s world compared to the past.</SI1></BO1>
 
<BO2><MI2><TR>Secondly,</TR> there are more things to eat, so people do not starve.</MI2> <SI2>Technology made crops to grow more stable than ever. The pesticides, water control, weather forecasting, efficient farming method contributed to the abundant food for people to eat.  In the past, however, people starved except the aristocrats and royal families.  As many people say, starving is one of the most painful things to go through. Since people have no problem with less eating nowadays, it can be said that it is a better world to live in.</SI2></BO2>
 
<CO><TR>In conclusion,</TR> I firmly agree that the world we live today is better than the past.  Modern society provides more things to enjoy and eat.  People’s primary goal is to enjoy the life that is given, thus enjoying the diversity and opulence of food and joyful activity can be the best choice given to them.</CO>",::,3,::,3,::,3,::,3,::,3,::,4,::,3,::,3,::,0,::,"This essay is okay, but it suffers from a proliferation of strange grammatical misusage and weak supporting ideas that aren't very well supported.",//
692&Some people say that the Internet provides people with a lot of valuable information. Others think access to so much information creates problems. Which view do you agree with?,::,"<IN>Thanks to the Internet, people are able to access to useful information by clicking several buttons at home. However, this powerful informative system also has brought us some serious problems. <TS>I agree with this perspective for a couple of reasons: children can easily approach to violate or sexual contents and many contents from the Internet are not accurate.</TS></IN>

<BO1><MI1><TR>First of all,</TR> people, especially children, become more accessible to the information containing sexual and violate contents through the Internet.</MI1> <SI1>To be specific, in order to develop children's personality well, many parents prohibit their children from watching sexual or violate scenes when they are young. However, since the Internet, it becomes relatively easier for children to watch those contents at home. This can lead them to behave aggressively. <EX>For example, a recent survey conducted by the Ministry of Education of Korea shows that the number of children who have ever watched adult movies are more than two third of the population.</EX> The report also mentions that most of children access to the contents through the Internet.</SI1></BO1>

<BO2><MI2><TR>On top of the claim above,</TR> the information from the Internet is frequently inaccurate.</MI2> <SI2>Specifically, although many people use the Internet for searching for what they want to know, many sources from the Internet are from anonymous, so the information is less reliable than from books or experts. <EX>For example, few years ago, my friend and I argued with a Korean grammar issue. We had different opinions of a grammar problem, so we looked up the Internet and turned out my friend was correct. However, after a while, I found a grammar book written by a famous Korean language professor, and it says that my opinion was correct.</EX> After then, I have been cautious to decide whether the information from the Internet is really true or not.</SI2></BO2>

<CO><TR>In sum,</TR> even though I appreciate one of the greatest developments in the world: the Internet for its convenience of finding useful information. However, it also has problems such as inaccuracy and easy access to provocative contents. For these reasons, I agree with the claim that the Internet creates problems.</CO>",::,4,::,4,::,4,::,4,::,5,::,4,::,5,::,4,::,0,::,"While this is a very good essay overall, it does suffer from a lot of grammatical and vocabulary problems. Despite those, there is a good thesis that is supported well, and I find that the student's essay flows well from idea to idea.",//
693&Students can get as many benefits from organization or club activities as they can get from academic studies. Agree or Disagree,::,"<IN>Having a professional knowledge is regarded as the essential element to success. When learning knowledge people usually listen to lecture and read a book. However, nowadays, companies are very interested in hiring people who not only are able to collaborate with others but also have good relationship with other people, and these two things can be learned through activities in organization and clubs. <TS>Thus, I believe that organization and club activities are able to provide as many advantages as academic studies.</TS></IN>
 
<BO1><MI1><TR>To start with,</TR> club activities allow people to have relationship with club members.</MI1> <SI1>As they frequently communicate with members, they are able to make friends with them. This brings a lot of benefits, especially while running a business. It makes much more easier for people to get products that they need for business. This also enable people know recent information. Besides, achieving contraction with friends would be much more easier than achieving it with people that you are not familiar with. When it comes to students, having a lot of friends enables them to borrow books that they might need and learn academical things that they didn't understand. In other words, if there are problems that one cannot solve alone, one can ask his friends to give advice and helps. In this respect, joining in organization and club activities bring good relationships with people which is highly helpful.</SI1></BO1>
 
<BO2><MI2><TR>Furthermore,</TR> when participating in organization, people learn cooperation skill.</MI2> <SI2>As shown above, cooperating with team members is highly significant. As a result, a lot of companies are making group assignment for their employee tests. In this test, employee should form a group and represent their works as a whole. In real business, workers should work together in order to achieve goals that one cannot attain. This cooperation ability can be learned while participating in a activities such as musical performance club and sports club. When members work together to make beautiful melodies and pass balls through openings they learn how to ameliorate their problems while respecting others which is great team work.</SI2></BO2> 
 
<CO><TR>To sum up,</TR> no one can deny the fact that academic studies give people professional knowledge which makes them experts but there are also a lot of things that cannot be learned through books or lectures. The two most obvious things would be friendship and cooperation skills. When professional knowledge is complemented by things that are learned through social works, it would make icing on the cake.</CO>",::,4,::,4,::,5,::,4,::,4,::,4,::,4,::,4,::,0,::,"This student has strong grammatical skills overall, and his/her writing feels almost natural. Also, (s)he explains his/her point of view well.",//
694&it is more important to teach self-confidence than to teach specialized knowledge,::,"<IN>It is evident in our society that enjoying-life has a tremendous importance in our lives. Some people think that it is more important to teach self-confidence than to teach specialized knowledge, while others do not. <TS>I however, believe that it is not important to teach self-confidence than to teach specialized knowledge.</TS> There are several reasons that I could discuss to support my argument so I will limit my discussion to the two that I feel are most relevant to the topic. First, it is inefficient. Also, people can receive a lot of stress.</IN>
 
<BO1><MI1><TR>First of all,</TR> most important reason for my feeling this way is that teaching self-confidence is not efficient because it is not good to success.</MI1> <SI1>Commonly in society, knowledge tends to be important. If people do not have knowledge of his field, they can not get a good job. <EX>Take Tom, for example. He could not get a job long time because he did not have specialized knowledge of his field. It took him over 2 years to get a job.</EX> In constract, it only took 6months to get a job for his friend Tom. This was because Tom knew many things of his filed. This result clearly shows that it is inefficient to teach self-confidence.</SI1></BO1>
 
<BO2><MI2><TR>Second,</TR> another reason for my thinking this way is that people can receive a lot of stress.</MI2> <SI2>It is difficult to have self-conficence. Thus, it can be said teaching specialized knowledge is better because teaching self-confidence is hassle. A recent article I read on the Korea Herald revealed some interesting findings. <EX>According to the article, a surprising number of people claimed that they had anxiety issues. I found it interesting because this was due to stress from fact that they want to have self-confidence. Just last year, I could not go to sleep for 2 weeks because I was too stressed out from one person who has excessive self-confidence. He was a big problem in company.</EX> As this outcome shows, teaching self-confidence is worse because people can receive a lot of stress.</SI2></BO2>
 
<CO><TR>All things considered,</TR> with the reason mentioned above, I believe that I have sufficiently and adequately explained my position on the matters regarding this topic.</CO>",::,3,::,2,::,4,::,3,::,3,::,3,::,3,::,3,::,0,::,"I dislike the thesis statement here because, while it takes a position on the issue at hand, it is still quite vague. Also, the student has issues with switching verb tense in the middle of sentences.",//
695&People should sometimes do things that they do not enjoy doing.,::,"<IN>I agree with the above opinion. <TS>We cannot live and shouldn't live only doing what we want to do.</TS> The most distinct difference between humans and animals is that humans can control their emotion and behavior. There are three reasons why I agree with this. </IN>

<BO1><MI1><TR>First,</TR> we cannot get something without trying it on.</MI1> <SI1></EX><TR>For example,</TR> let's assume that we want to buy an expensive car but don't have enough money to buy it. <TR>In this case, </TR>we should work in a company or do a part time job so that we can obtain the car. Even if we don't like to enjoy working, we cannot but work to get something we want to have.</EX> </SI1></BO1>

<BO2><MI2><TR>Second,</TR> we can improve our will power by doing things we do not enjoy doing.</MI2> <SI2>I think that will power is one of the most important factors to succeed in life. Unless we can overcome ourselves, we will not win in our lives. The ability of controlling ourselves can be improved by doing things we do not want to do.</SI2> </BO2>

<BO3><MI3><TR>Third,</TR> we can do something we haven't experienced yet.</MI3> <SI3><TR>In other words,</TR> we can experience various lives and be a better person who can adapt to any circumstances. I think that this experience will be helpful when we meet new coworkers and cooperate with them</SI3>. </BO3>

<CO>I think that people should experience a lot of things that they have not ever done. After experiencing various things, we will be able to make our lives more active and energetic. </CO>",::,5,::,4,::,4,::,4,::,5,::,4,::,5,::,4,::,4,::,"This is a pretty good essay, although a little short (that's ok). However, your first main point doesn't seem to match up to what you are trying to say.  In fact, it sounds very similar to your third point.  Change the first main point to go along with your supporting points.  You have to work to get what you want.  Also, your thesis statement is good, but with a little more development it could be better.",//
